Q0045	MT-CO1
YJR013W	PIGM
YJR014W	DENR
YJR017C	PQBP1
YJR017C	PRPF40B
YJR017C	TCERG1
YJR022W	LSM1
YJR022W	LSM2
YJR022W	LSM3
YJR022W	LSM4
YJR022W	LSM5
YJR022W	LSM6
YJR022W	LSM7
YJR022W	NAA38
YJR022W	SNRPB
YJR022W	SNRPD1
YJR022W	SNRPD2
YJR022W	SNRPD3
YJR022W	SNRPE
YJR022W	SNRPF
YJR022W	SNRPG
YJR031C	GBF1
YJR032W	STIP1
YJR035W	CHD1L
YJR035W	FANCM
YJR035W	POLQ
YJR035W	RAD54B
YJR035W	RECQL
YJR035W	RECQL4
YJR035W	RECQL5
YJR035W	SHPRH
YJR035W	SMARCAL1
YJR035W	ZRANB3
YJR036C	HECTD2
YJR036C	HECTD4
YJR036C	HECW1
YJR036C	HECW2
YJR036C	HERC3
YJR036C	HERC6
YJR036C	HUWE1
YJR036C	UBE3B
YJR036C	UBE3C
YJR045C	HSPA4L
YJR045C	HSPA9
YJR047C	MRPL24
YJR047C	RPS4Y2
YJR050W	ISY1
YJR057W	DTYMK
YJR058C	AP3M2
YJR058C	AP3S2
YJR058C	AP4M1
YJR058C	C15orf38-AP3S2
YJR058C	COPZ2
YJR063W	TCEA2
YJR063W	TCEA3
YJR063W	ZNRD1
YJR064W	BBS12
YJR064W	CCT2
YJR064W	CCT3
YJR064W	CCT4
YJR064W	CCT5
YJR064W	CCT6A
YJR064W	CCT7
YJR064W	CCT8
YJR064W	TCP1
YJR067C	ORAOV1
YJR068W	RAD17
YJR068W	RFC2
YJR068W	RFC3
YJR068W	RFC4
YJR068W	RFC5
YJR072C	GPN2
YJR073C	PEMT
YJR091C	CNOT4
YJR093C	FIP1L1
YJR107W	ABHD11
YJR113C	MRPS7
YJR116W	TMEM56
YJR119C	KDM6A
YJR123W	MRPS7
YJR124C	MFSD11
YJR125C	CLINT1
YJR131W	EDEM1
YJR131W	EDEM3
YJR131W	MAN1A1
YJR131W	MAN1B1
YJR131W	MAN1C1
YJR132W	IPO11
YJR132W	IPO13
YJR132W	IPO4
YJR132W	IPO5
YJR132W	IPO9
YJR132W	RANBP17
YJR132W	TNPO2
YJR132W	XPO6
YJR132W	XPO7
YJR132W	XPOT
YJR138W	DEPDC7
YJR142W	NUDT19
YJR142W	NUDT6
YJR143C	POMT2
YJR143C	SDF2
YJR145C	IMP3
YJR145C	MRPL24
YJR145C	RPL26
YJR145C	RPS4Y2
YJR148W	BCAT1
YJR148W	BCAT2
YJR152W	SLC16A2
YJR152W	SLC16A4
YJR152W	SLC16A5
YJR152W	SLC16A6
YJR152W	SLC16A7
YJR155W	AKR7A2
YJR155W	AKR7A3
YJR158W	SLC2A10
YJR158W	SLC2A11
YJR158W	SLC2A12
YJR158W	SLC2A5
YJR158W	SLC2A6
YJR158W	SLC2A7
YJR158W	SLC37A3
YJR160C	MFSD9
YJR160C	SLC17A5
YJR160C	SLC22A1
YJR160C	SLC22A15
YJR160C	SLC22A17
YJR160C	SLC22A23
YJR160C	SLC22A24
YJR160C	SLC22A25
YJR160C	SLC22A31
YJR160C	SLC22A7
YJR160C	SLC22A9
YJR160C	SLC2A10
YJR160C	SLC2A11
YJR160C	SLC2A12
YJR160C	SLC2A13
YJR160C	SLC2A5
YJR160C	SLC2A6
YJR160C	SLC2A7
YJR160C	SLC37A3
YJR160C	SLCO1C1
YJR160C	SPNS1
YJR160C	SPNS2
YJR160C	SPNS3
YJR160C	SV2B
YJR160C	SV2C
YKL002W	CHMP7
YKL003C	MRPS6
YKL004W	PPAP2C
YKL004W	SGMS1
YKL004W	SGMS2
YKL004W	SGPP1
YKL004W	SGPP2
YKL005C	BAZ2B
YKL005C	CHD4
YKL005C	KDM5B
YKL005C	KDM5C
YKL005C	MLLT6
YKL005C	PHF12
YKL005C	PHF20
YKL005C	TAF3
YKL005C	TCEA2
YKL005C	TCEA3
YKL005C	TCEANC
YKL005C	TRIM66
YKL005C	WHSC1
YKL005C	ZMYND8
YKL006W	MRPL24
YKL006W	RPS4Y2
YKL007W	CAPZA3
YKL008C	CERS1
YKL008C	CERS2
YKL008C	CERS4
YKL008C	CERS5
YKL008C	CERS6
YKL009W	MRPL10
YKL009W	MRTO4
YKL010C	HECTD2
YKL010C	HECTD4
YKL010C	HECW1
YKL010C	HECW2
YKL010C	HERC3
YKL010C	HERC6
YKL010C	HUWE1
YKL010C	UBE3B
YKL010C	UBE3C
YKL012W	PRPF40B
YKL012W	WBP4
YKL016C	ATP5H
YKL018W	CDC40
YKL018W	CSTF1
YKL018W	EED
YKL019W	PTAR1
YKL019W	RABGGTA
YKL022C	ANAPC7
YKL022C	CDC23
YKL024C	AK1
YKL024C	AK5
YKL024C	SPEF2
YKL026C	GPX3
YKL026C	GPX5
YKL026C	GPX6
YKL026C	GPX7
YKL026C	GPX8
YKL028W	BRF1
YKL028W	BRF2
YKL028W	GTF2B
YKL029C	ME3
YKL032C	PMS1
YKL035W	UAP1
YKL041W	CHMP7
YKL045W	PRIM2
YKL067W	NME4
YKL073W	HSPA1L
YKL073W	HSPA6
YKL079W	KIF1C
YKL081W	EEF1G
YKL081W	VARS
YKL082C	SURF6
YKL085W	MDH1
YKL085W	MDH1B
YKL085W	MDH2
YKL086W	SRXN1
YKL094W	ABHD1
YKL094W	ABHD11
YKL094W	ABHD2
YKL094W	ABHD3
YKL094W	EPHX3
YKL094W	SERHL2
YKL101W	CDC7
YKL101W	CHEK1
YKL101W	MASTL
YKL101W	NEK3
YKL101W	NEK7
YKL101W	PBK
YKL101W	PIM3
YKL101W	PKMYT1
YKL101W	PLK4
YKL101W	STK10
YKL101W	VRK1
YKL101W	WEE1
YKL107W	DHRS7B
YKL107W	HSD17B13
YKL107W	HSDL2
YKL113C	ASTE1
YKL113C	FEN1
YKL113C	GEN1
YKL116C	LRRK1
YKL116C	MAP3K3
YKL116C	MAPK4
YKL116C	RPS6KC1
YKL121W	CDRT1
YKL121W	DCAF12L1
YKL121W	LRBA
YKL121W	STRN4
YKL121W	TBL2
YKL121W	WDFY1
YKL121W	WDR36
YKL121W	WDR46
YKL121W	WDR55
YKL121W	WDR59
YKL121W	WDR74
YKL121W	WSB1
YKL124W	HERC1
YKL126W	AAK1
YKL126W	CLK1
YKL126W	CLK3
YKL126W	CSNK1G2
YKL126W	LMTK2
YKL126W	MAP3K12
YKL126W	STK10
YKL127W	PGM2L1
YKL127W	PGM5
YKL134C	MIPEP
YKL135C	AP1G2
YKL135C	AP3B2
YKL135C	AP4B1
YKL135C	AP4E1
YKL135C	COPB1
YKL135C	COPG1
YKL135C	COPG2
YKL139W	CDK12
YKL139W	CLK1
YKL139W	CLK3
YKL139W	CLK4
YKL139W	DYRK1B
YKL139W	PRPF4B
YKL140W	ABHD4
YKL140W	LIPJ
YKL140W	LIPK
YKL140W	LIPM
YKL140W	LIPN
YKL141W	SDHC
YKL144C	POLR3H
YKL144C	TWISTNB
YKL145W	CLPX
YKL151C	CARKD
YKL152C	PFKFB3
YKL152C	PFKFB4
YKL152C	PGAM1
YKL152C	PGAM4
YKL155C	METTL17
YKL159C	RCAN2
YKL159C	RCAN3
YKL160W	ELOF1
YKL161C	EPHA10
YKL161C	EPHA6
YKL161C	LMTK3
YKL165C	PIGG
YKL165C	PIGN
YKL165C	PIGO
YKL166C	AKT3
YKL166C	CDK17
YKL166C	CDK18
YKL166C	CLK1
YKL166C	CLK3
YKL166C	CSNK1G1
YKL166C	CSNK1G3
YKL166C	DYRK4
YKL166C	GRK7
YKL166C	GSG2
YKL166C	ICK
YKL166C	JAK1
YKL166C	KSR1
YKL166C	LRRK1
YKL166C	MAP3K12
YKL166C	MAP3K13
YKL166C	MAP3K6
YKL166C	MAP4K3
YKL166C	MAP4K4
YKL166C	MAP4K5
YKL166C	MAPK4
YKL166C	MAPK6
YKL166C	MAST1
YKL166C	MKNK1
YKL166C	MLK4
YKL166C	MOK
YKL166C	NLK
YKL166C	OXSR1
YKL166C	PKN3
YKL166C	PRKD3
YKL166C	PSKH1
YKL166C	PTK6
YKL166C	SCYL3
YKL166C	SIK2
YKL166C	SIK3
YKL166C	STK10
YKL166C	STK16
YKL166C	STK33
YKL166C	STK38
YKL166C	STK38L
YKL166C	TEC
YKL166C	TNK1
YKL166C	TNNI3K
YKL166C	TYK2
YKL166C	VRK1
YKL166C	VRK2
YKL166C	WNK2
YKL167C	MRPL43
YKL167C	MRPS25
YKL168C	EPHA10
YKL168C	EPHA6
YKL168C	LMTK3
YKL170W	MRPL14
YKL171W	CDKL3
YKL172W	EBNA1BP2
YKL173W	EFTUD2
YKL174C	SLC12A3
YKL174C	SLC12A9
YKL174C	SLC7A1
YKL174C	SLC7A3
YKL175W	SLC39A10
YKL175W	SLC39A11
YKL175W	SLC39A12
YKL175W	SLC39A13
YKL175W	SLC39A14
YKL175W	SLC39A2
YKL175W	SLC39A4
YKL175W	SLC39A5
YKL175W	SLC39A6
YKL175W	SLC39A7
YKL175W	SLC39A8
YKL175W	SLC39A9
YKL180W	MRPL22
YKL182W	MCAT
YKL188C	ABCA10
YKL188C	ABCA13
YKL188C	ABCA6
YKL188C	ABCA8
YKL188C	ABCA9
YKL188C	ABCB10
YKL188C	ABCB8
YKL188C	ABCC10
YKL188C	ABCC11
YKL188C	ABCC2
YKL188C	ABCF2
YKL191W	DPH1
YKL191W	DPH2
YKL192C	AASDH
YKL194C	EPRS
YKL194C	FARSA
YKL194C	GARS
YKL194C	HARS
YKL194C	HARS2
YKL194C	PARS2
YKL194C	SARS
YKL194C	SARS2
YKL194C	TARS
YKL194C	TARS2
YKL194C	TARSL2
YKL196C	SEC22B
YKL196C	VAMP4
YKL196C	VAMP7
YKL196C	VAMP8
YKL197C	PEX1
YKL205W	XPOT
YKL207W	EMC3
YKL209C	ABCA10
YKL209C	ABCA13
YKL209C	ABCA6
YKL209C	ABCA8
YKL209C	ABCA9
YKL209C	ABCB10
YKL209C	ABCB8
YKL209C	ABCC10
YKL209C	ABCC11
YKL209C	ABCC2
YKL209C	ABCF2
YKL210W	SAE1
YKL210W	UBA1
YKL210W	UBA2
YKL210W	UBA6
YKL213C	DDB2
YKL213C	DTL
YKL213C	ERCC8
YKL213C	FBXW2
YKL213C	FBXW5
YKL221W	FLVCR2
YKL221W	HIAT1
YKL221W	HIATL1
YKL221W	HIATL2
YKL221W	MFSD1
YKL221W	MFSD10
YKL221W	MFSD12
YKL221W	MFSD2A
YKL221W	MFSD3
YKL221W	MFSD4
YKL221W	MFSD5
YKL221W	MFSD6
YKL221W	MFSD7
YKL221W	MFSD8
YKL221W	MFSD9
YKL221W	SLC15A3
YKL221W	SLC15A4
YKL221W	SLC16A10
YKL221W	SLC16A11
YKL221W	SLC16A12
YKL221W	SLC16A14
YKL221W	SLC16A2
YKL221W	SLC16A4
YKL221W	SLC16A5
YKL221W	SLC16A6
YKL221W	SLC16A7
YKL221W	SLC17A1
YKL221W	SLC17A3
YKL221W	SLC17A5
YKL221W	SLC17A6
YKL221W	SLC17A8
YKL221W	SLC17A9
YKL221W	SLC18A1
YKL221W	SLC18B1
YKL221W	SLC22A1
YKL221W	SLC22A11
YKL221W	SLC22A13
YKL221W	SLC22A14
YKL221W	SLC22A15
YKL221W	SLC22A17
YKL221W	SLC22A18
YKL221W	SLC22A23
YKL221W	SLC22A24
YKL221W	SLC22A25
YKL221W	SLC22A6
YKL221W	SLC22A7
YKL221W	SLC22A9
YKL221W	SLC2A10
YKL221W	SLC2A11
YKL221W	SLC2A12
YKL221W	SLC2A13
YKL221W	SLC2A5
YKL221W	SLC2A6
YKL221W	SLC2A7
YKL221W	SLC37A1
YKL221W	SLC37A2
YKL221W	SLC37A3
YKL221W	SLC43A1
YKL221W	SLC43A2
YKL221W	SLC43A3
YKL221W	SLC45A1
YKL221W	SLC45A3
YKL221W	SLC45A4
YKL221W	SLC46A2
YKL221W	SLC46A3
YKL221W	SLCO1C1
YKL221W	SLCO2A1
YKL221W	SLCO2B1
YKL221W	SLCO3A1
YKL221W	SLCO4A1
YKL221W	SPNS1
YKL221W	SPNS2
YKL221W	SPNS3
YKL221W	SV2B
YKL221W	SV2C
YKR002W	PAPOLA
YKR002W	PAPOLG
YKR003W	OSBPL1A
YKR003W	OSBPL5
YKR009C	DECR1
YKR009C	HSD17B4
YKR009C	RPP14
YKR013W	PI15
YKR014C	RAB22A
YKR014C	RAB34
YKR016W	IMMT
YKR017C	MID2
YKR017C	MKRN1
YKR017C	RNF39
YKR017C	TRIM10
YKR017C	TRIM26
YKR017C	TRIM8
YKR018C	TTC39A
YKR025W	POLR3E
YKR035W-A	CHMP2A
YKR035W-A	CHMP4A
YKR035W-A	CHMP4B
YKR035W-A	CHMP4C
YKR035W-A	CHMP6
YKR035W-A	CHMP7
YKR036C	BRWD1
YKR036C	CIRH1A
YKR036C	ELP2
YKR036C	TBL1Y
YKR036C	TLE6
YKR039W	SLC12A3
YKR039W	SLC7A1
YKR039W	SLC7A10
YKR039W	SLC7A3
YKR039W	SLC7A4
YKR052C	SLC25A30
YKR053C	PPAP2C
YKR053C	SGMS1
YKR053C	SGMS2
YKR053C	SGPP1
YKR053C	SGPP2
YKR055W	ARL11
YKR055W	ARL13A
YKR055W	ARL14
YKR055W	ARL15
YKR055W	ARL5A
YKR055W	ARL5B
YKR055W	ARL5C
YKR055W	DIRAS1
YKR055W	DIRAS2
YKR055W	DNAJC27
YKR055W	ERAS
YKR055W	GEM
YKR055W	IFT27
YKR055W	LRRK1
YKR055W	MRAS
YKR055W	NKIRAS1
YKR055W	NKIRAS2
YKR055W	RAB42
YKR055W	RABL3
YKR055W	RABL5
YKR055W	RABL6
YKR055W	RASD1
YKR055W	RASL10A
YKR055W	RASL11B
YKR055W	RASL12
YKR055W	REM1
YKR055W	REM2
YKR055W	RERGL
YKR055W	RHOBTB1
YKR055W	RHOBTB2
YKR055W	RHOD
YKR055W	RHOF
YKR055W	RHOJ
YKR055W	RHOU
YKR055W	RHOV
YKR055W	RIT1
YKR055W	RIT2
YKR055W	RND2
YKR055W	RND3
YKR055W	RRAD
YKR055W	RRAS2
YKR058W	GYG1
YKR058W	GYG2
YKR062W	GTF2E2
YKR067W	AGPAT3
YKR067W	AGPAT4
YKR067W	AGPAT5
YKR067W	LPCAT2
YKR067W	LPCAT4
YKR067W	LPGAT1
YKR068C	TRAPPC3
YKR078W	SNX11
YKR078W	SNX12
YKR078W	SNX14
YKR078W	SNX19
YKR078W	SNX20
YKR078W	SNX21
YKR078W	SNX22
YKR078W	SNX24
YKR078W	SNX25
YKR078W	SNX27
YKR078W	SNX3
YKR078W	SNX30
YKR078W	SNX31
YKR078W	SNX32
YKR078W	SNX5
YKR078W	SNX7
YKR081C	BRIX1
YKR082W	NUP155
YKR084C	EEF1A1
YKR084C	EEF2
YKR084C	EEFSEC
YKR084C	EIF2S3
YKR084C	EIF5B
YKR084C	GSPT2
YKR084C	GUF1
YKR084C	HBS1L
YKR084C	MTIF2
YKR084C	TUFM
YKR086W	DDX23
YKR086W	DHX35
YKR086W	SNRNP200
YKR087C	ZMPSTE24
YKR089C	PNPLA2
YKR089C	PNPLA3
YKR093W	SLC15A1
YKR093W	SLC15A2
YKR093W	SLC15A3
YKR093W	SLC15A4
YKR093W	SLC15A5
YKR098C	USP53
YKR099W	SNAPC4
YKR103W	ABCA10
YKR103W	ABCA13
YKR103W	ABCA3
YKR103W	ABCA6
YKR103W	ABCA7
YKR103W	ABCA8
YKR103W	ABCA9
YKR103W	ABCB1
YKR103W	ABCB10
YKR103W	ABCB7
YKR103W	ABCB8
YKR103W	ABCB9
YKR103W	ABCC1
YKR103W	ABCC10
YKR103W	ABCC11
YKR103W	ABCC2
YKR103W	ABCC3
YKR103W	ABCC6
YKR103W	ABCD4
YKR103W	ABCF2
YKR103W	ABCG4
YKR104W	ABCA10
YKR104W	ABCA13
YKR104W	ABCA3
YKR104W	ABCA6
YKR104W	ABCA7
YKR104W	ABCA8
YKR104W	ABCA9
YKR104W	ABCB1
YKR104W	ABCB10
YKR104W	ABCB7
YKR104W	ABCB8
YKR104W	ABCB9
YKR104W	ABCC1
YKR104W	ABCC10
YKR104W	ABCC11
YKR104W	ABCC2
YKR104W	ABCC3
YKR104W	ABCC6
YKR104W	ABCD4
YKR104W	ABCF2
YKR104W	ABCG4
YKR105C	MFSD11
YKR106W	FLVCR2
YKR106W	HIAT1
YKR106W	HIATL1
YKR106W	HIATL2
YKR106W	MFSD1
YKR106W	MFSD10
YKR106W	MFSD12
YKR106W	MFSD2A
YKR106W	MFSD3
YKR106W	MFSD4
YKR106W	MFSD5
YKR106W	MFSD6
YKR106W	MFSD7
YKR106W	MFSD8
YKR106W	MFSD9
YKR106W	SLC15A3
YKR106W	SLC15A4
YKR106W	SLC16A10
YKR106W	SLC16A11
YKR106W	SLC16A12
YKR106W	SLC16A14
YKR106W	SLC16A2
YKR106W	SLC16A4
YKR106W	SLC16A5
YKR106W	SLC16A6
YKR106W	SLC16A7
YKR106W	SLC17A1
YKR106W	SLC17A3
YKR106W	SLC17A5
YKR106W	SLC17A6
YKR106W	SLC17A8
YKR106W	SLC17A9
YKR106W	SLC18A1
YKR106W	SLC18B1
YKR106W	SLC22A1
YKR106W	SLC22A11
YKR106W	SLC22A13
YKR106W	SLC22A14
YKR106W	SLC22A15
YKR106W	SLC22A17
YKR106W	SLC22A18
YKR106W	SLC22A23
YKR106W	SLC22A24
YKR106W	SLC22A25
YKR106W	SLC22A6
YKR106W	SLC22A7
YKR106W	SLC22A9
YKR106W	SLC2A10
YKR106W	SLC2A11
YKR106W	SLC2A12
YKR106W	SLC2A13
YKR106W	SLC2A5
YKR106W	SLC2A6
YKR106W	SLC2A7
YKR106W	SLC37A1
YKR106W	SLC37A2
YKR106W	SLC37A3
YKR106W	SLC43A1
YKR106W	SLC43A2
YKR106W	SLC43A3
YKR106W	SLC45A1
YKR106W	SLC45A3
YKR106W	SLC45A4
YKR106W	SLC46A2
YKR106W	SLC46A3
YKR106W	SLCO1C1
YKR106W	SLCO2A1
YKR106W	SLCO2B1
YKR106W	SLCO3A1
YKR106W	SLCO4A1
YKR106W	SPNS1
YKR106W	SPNS2
YKR106W	SPNS3
YKR106W	SV2B
YKR106W	SV2C
YLL011W	DCAF13
YLL011W	KM-PA-2
YLL011W	PRPF4
YLL011W	RRP9
YLL011W	SNRNP40
YLL011W	TBL3
YLL011W	UTP15
YLL011W	UTP18
YLL011W	WDR55
YLL014W	C20orf24
YLL018C	DARS
YLL018C	NARS
YLL018C	NARS2
YLL019C	AATK
YLL019C	ARAF
YLL019C	CDC42BPG
YLL019C	CDK17
YLL019C	CDK18
YLL019C	CDKL3
YLL019C	CLK1
YLL019C	CLK3
YLL019C	CLK4
YLL019C	CSNK1G1
YLL019C	DYRK1B
YLL019C	DYRK3
YLL019C	DYRK4
YLL019C	MAP3K12
YLL019C	MLK4
YLL019C	MOK
YLL019C	PBK
YLL019C	PEAK1
YLL019C	PKN3
YLL019C	PRKD3
YLL019C	PRPF4B
YLL019C	PSKH1
YLL019C	PTK6
YLL019C	SCYL3
YLL019C	SIK3
YLL019C	SLK
YLL019C	SNRK
YLL019C	STK10
YLL019C	STK16
YLL019C	STK33
YLL019C	TNNI3K
YLL019C	TP53RK
YLL019C	TSSK2
YLL019C	VRK1
YLL019C	VRK2
YLL019C	WNK2
YLL023C	TMEM33
YLL024C	HSPA14
YLL024C	HSPA4L
YLL024C	HSPA9
YLL026W	TOR1B
YLL028W	HIAT1
YLL028W	HIATL1
YLL028W	HIATL2
YLL028W	MFSD1
YLL028W	MFSD12
YLL028W	MFSD2A
YLL028W	MFSD3
YLL028W	MFSD4
YLL028W	MFSD5
YLL028W	MFSD6
YLL028W	MFSD7
YLL028W	MFSD9
YLL028W	SLC16A11
YLL028W	SLC16A12
YLL028W	SLC16A14
YLL028W	SLC16A2
YLL028W	SLC18A1
YLL028W	SLC18B1
YLL028W	SLC22A15
YLL028W	SLC22A17
YLL028W	SLC22A23
YLL028W	SLC22A24
YLL028W	SLC22A25
YLL028W	SLC22A9
YLL028W	SLC2A11
YLL028W	SLC2A12
YLL028W	SLC2A13
YLL028W	SLC2A7
YLL028W	SLC37A1
YLL028W	SLC37A2
YLL028W	SLC37A3
YLL028W	SLC43A2
YLL028W	SLC43A3
YLL028W	SLC45A1
YLL028W	SLC45A3
YLL028W	SLC45A4
YLL028W	SLC46A2
YLL028W	SLC46A3
YLL028W	SPNS1
YLL028W	SPNS2
YLL028W	SPNS3
YLL028W	SV2B
YLL028W	SV2C
YLL031C	PIGG
YLL031C	PIGN
YLL031C	PIGO
YLL035W	NOL9
YLL038C	CLINT1
YLL039C	UBQLN1
YLL039C	UHRF2
YLL042C	ATG10
YLL042C	ATG3
YLL043W	AQP10
YLL043W	AQP7
YLL043W	AQP9
YLL045C	SECISBP2
YLL048C	ABCC3
YLL050C	CFL2
YLL050C	DSTN
YLL055W	MFSD11
YLL060C	GSTA1
YLL060C	GSTA2
YLL060C	GSTA3
YLL060C	GSTA4
YLL060C	GSTA5
YLL060C	GSTM4
YLL060C	GSTM5
YLL060C	GSTT1
YLL061W	SLC7A1
YLL061W	SLC7A3
YLL062C	BHMT
YLL062C	BHMT2
YLL066C	TDRD12
YLL067C	TDRD12
YLR002C	NOC4L
YLR004C	FLVCR2
YLR004C	HIAT1
YLR004C	HIATL1
YLR004C	HIATL2
YLR004C	MFSD1
YLR004C	MFSD10
YLR004C	MFSD12
YLR004C	MFSD2A
YLR004C	MFSD3
YLR004C	MFSD4
YLR004C	MFSD5
YLR004C	MFSD6
YLR004C	MFSD7
YLR004C	MFSD8
YLR004C	MFSD9
YLR004C	SLC15A3
YLR004C	SLC15A4
YLR004C	SLC16A10
YLR004C	SLC16A11
YLR004C	SLC16A12
YLR004C	SLC16A14
YLR004C	SLC16A2
YLR004C	SLC16A4
YLR004C	SLC16A5
YLR004C	SLC16A6
YLR004C	SLC16A7
YLR004C	SLC17A1
YLR004C	SLC17A3
YLR004C	SLC17A5
YLR004C	SLC17A6
YLR004C	SLC17A8
YLR004C	SLC17A9
YLR004C	SLC18A1
YLR004C	SLC18B1
YLR004C	SLC22A1
YLR004C	SLC22A11
YLR004C	SLC22A13
YLR004C	SLC22A14
YLR004C	SLC22A15
YLR004C	SLC22A17
YLR004C	SLC22A18
YLR004C	SLC22A23
YLR004C	SLC22A24
YLR004C	SLC22A25
YLR004C	SLC22A6
YLR004C	SLC22A7
YLR004C	SLC22A9
YLR004C	SLC2A10
YLR004C	SLC2A11
YLR004C	SLC2A12
YLR004C	SLC2A13
YLR004C	SLC2A5
YLR004C	SLC2A6
YLR004C	SLC2A7
YLR004C	SLC37A1
YLR004C	SLC37A2
YLR004C	SLC37A3
YLR004C	SLC43A1
YLR004C	SLC43A2
YLR004C	SLC43A3
YLR004C	SLC45A1
YLR004C	SLC45A3
YLR004C	SLC45A4
YLR004C	SLC46A2
YLR004C	SLC46A3
YLR004C	SLCO1C1
YLR004C	SLCO2A1
YLR004C	SLCO2B1
YLR004C	SLCO3A1
YLR004C	SLCO4A1
YLR004C	SPNS1
YLR004C	SPNS2
YLR004C	SPNS3
YLR004C	SV2B
YLR004C	SV2C
YLR005W	GTF2H2
YLR005W	GTF2H2C
YLR007W	NSMCE1
YLR008C	SEC63
YLR009W	RSL24D1
YLR013W	GATAD2B
YLR024C	FBXO11
YLR026C	BET1
YLR026C	SNAP23
YLR026C	SNAP29
YLR026C	STX10
YLR026C	STX16
YLR026C	STX17
YLR026C	STX3
YLR026C	STX5
YLR026C	STX6
YLR026C	STX7
YLR026C	STX8
YLR027C	AADAT
YLR027C	CCBL1
YLR027C	CCBL2
YLR027C	GCAT
YLR027C	GOT1
YLR027C	GOT1L1
YLR027C	GOT2
YLR027C	GPT
YLR027C	GPT2
YLR032W	ASCC3
YLR032W	ATRX
YLR032W	CHD1L
YLR032W	DDX24
YLR032W	FANCM
YLR032W	POLQ
YLR032W	RAD54B
YLR032W	RAD54L
YLR032W	RECQL
YLR032W	RECQL4
YLR032W	RECQL5
YLR032W	RFWD3
YLR032W	SHPRH
YLR032W	SMARCAL1
YLR032W	ZRANB3
YLR033W	ASH1L
YLR033W	ATAD2
YLR033W	BAZ1A
YLR033W	BAZ2A
YLR033W	BAZ2B
YLR033W	BRD2
YLR033W	BRD3
YLR033W	BRD9
YLR033W	BRPF1
YLR035C	MLH3
YLR035C	PMS1
YLR035C	PMS2
YLR048W	MRPS2
YLR048W	RPSAP58
YLR050C	TM6SF1
YLR050C	TM6SF2
YLR055C	DCAF6
YLR055C	ELP2
YLR055C	STRN3
YLR055C	TBL1Y
YLR055C	TLE6
YLR059C	ERI1
YLR059C	PAN2
YLR059C	REXO2
YLR060W	FARSB
YLR061W	RPL22L1
YLR066W	SPCS3
YLR069C	EEF1A1
YLR069C	EEF2
YLR069C	EEFSEC
YLR069C	EIF2S3
YLR069C	EIF5B
YLR069C	GUF1
YLR069C	HBS1L
YLR069C	TUFM
YLR072W	WBP2
YLR075W	MRPL16
YLR077W	WBSCR16
YLR078C	GOSR1
YLR080W	LMAN2L
YLR081W	SLC2A5
YLR092W	SLC26A1
YLR092W	SLC26A10
YLR092W	SLC26A11
YLR092W	SLC26A2
YLR092W	SLC26A3
YLR092W	SLC26A6
YLR092W	SLC26A7
YLR092W	SLC26A9
YLR093C	VAMP8
YLR105C	TSEN2
YLR105C	TSEN34
YLR106C	MDN1
YLR107W	ERI1
YLR107W	PAN2
YLR107W	REXO2
YLR113W	PKN1
YLR115W	CPSF2
YLR115W	CPSF3
YLR115W	INTS9
YLR116W	PCBP1
YLR116W	PCBP3
YLR116W	SRSF7
YLR116W	ZCCHC6
YLR116W	ZCCHC8
YLR116W	ZCRB1
YLR117C	CRNKL1
YLR118C	LYPLAL1
YLR120C	BACE2
YLR127C	CUL4B
YLR129W	BOP1
YLR129W	DCAF13
YLR129W	KM-PA-2
YLR129W	RRP9
YLR129W	TBL3
YLR129W	UTP15
YLR129W	UTP18
YLR129W	WDR12
YLR129W	WDR55
YLR131C	BCL6B
YLR131C	FIZ1
YLR131C	GTF3A
YLR131C	HIVEP2
YLR131C	INSM2
YLR131C	KLF12
YLR131C	KLF14
YLR131C	KLF8
YLR131C	PRDM10
YLR131C	PRDM15
YLR131C	RBAK
YLR131C	SCRT1
YLR131C	SP4
YLR131C	SP5
YLR131C	ZBTB12
YLR131C	ZBTB24
YLR131C	ZBTB34
YLR131C	ZBTB37
YLR131C	ZBTB41
YLR131C	ZBTB44
YLR131C	ZBTB45
YLR131C	ZBTB46
YLR131C	ZBTB47
YLR131C	ZBTB49
YLR131C	ZBTB6
YLR131C	ZBTB8B
YLR131C	ZFP1
YLR131C	ZFP14
YLR131C	ZFP2
YLR131C	ZFP28
YLR131C	ZFP30
YLR131C	ZFP37
YLR131C	ZFP62
YLR131C	ZFP64
YLR131C	ZFP69
YLR131C	ZFP82
YLR131C	ZFP92
YLR131C	ZFX
YLR131C	ZFY
YLR131C	ZIK1
YLR131C	ZIM2
YLR131C	ZIM3
YLR131C	ZNF10
YLR131C	ZNF100
YLR131C	ZNF101
YLR131C	ZNF112
YLR131C	ZNF114
YLR131C	ZNF117
YLR131C	ZNF12
YLR131C	ZNF121
YLR131C	ZNF124
YLR131C	ZNF133
YLR131C	ZNF134
YLR131C	ZNF138
YLR131C	ZNF14
YLR131C	ZNF140
YLR131C	ZNF143
YLR131C	ZNF146
YLR131C	ZNF154
YLR131C	ZNF155
YLR131C	ZNF16
YLR131C	ZNF169
YLR131C	ZNF17
YLR131C	ZNF177
YLR131C	ZNF180
YLR131C	ZNF181
YLR131C	ZNF182
YLR131C	ZNF184
YLR131C	ZNF19
YLR131C	ZNF195
YLR131C	ZNF2
YLR131C	ZNF205
