Q0045	MT-CO1
YIL035C	ROCK1
YIL035C	ROCK2
YIL035C	ROS1
YIL035C	RPS6KA4
YIL035C	RPS6KA5
YIL035C	RPS6KB1
YIL035C	SCYL3
YIL035C	SGK1
YIL035C	SGK2
YIL035C	SGK3
YIL035C	SIK1
YIL035C	SIK2
YIL035C	SIK3
YIL035C	SNRK
YIL035C	SRPK1
YIL035C	SRPK2
YIL035C	SRPK3
YIL035C	STK10
YIL035C	STK11
YIL035C	STK17A
YIL035C	STK17B
YIL035C	STK24
YIL035C	STK3
YIL035C	STK36
YIL035C	STK38
YIL035C	STK38L
YIL035C	STK39
YIL035C	STK4
YIL035C	SYK
YIL035C	TAOK1
YIL035C	TAOK2
YIL035C	TAOK3
YIL035C	TEC
YIL035C	TESK2
YIL035C	TGFBR1
YIL035C	TGFBR2
YIL035C	TLK1
YIL035C	TLK2
YIL035C	TNIK
YIL035C	TNK1
YIL035C	TNNI3K
YIL035C	TP53RK
YIL035C	TRIB3
YIL035C	TSSK1B
YIL035C	TSSK2
YIL035C	TSSK3
YIL035C	TSSK4
YIL035C	TSSK6
YIL035C	TXK
YIL035C	TYK2
YIL035C	ULK1
YIL035C	VRK1
YIL035C	VRK2
YIL035C	WEE1
YIL035C	WNK1
YIL035C	WNK2
YIL035C	WNK3
YIL035C	WNK4
YIL035C	ZAP70
YIL036W	JUNB
YIL038C	CNOT2
YIL038C	CNOT3
YIL039W	SMPD1
YIL042C	MORC3
YIL042C	PDK1
YIL042C	PDK2
YIL042C	PDK4
YIL045W	PPP1R3B
YIL045W	PPP1R3D
YIL045W	PPP1R3F
YIL046W	BTRC
YIL046W	CCNF
YIL046W	CDC20
YIL046W	CHAF1B
YIL046W	DCAF10
YIL046W	DCAF11
YIL046W	DCAF12
YIL046W	DCAF13
YIL046W	DCAF4
YIL046W	DCAF5
YIL046W	DCAF6
YIL046W	DCAF7
YIL046W	DCAF8
YIL046W	FBXL15
YIL046W	FBXL22
YIL046W	FBXL3
YIL046W	FBXL5
YIL046W	FBXL7
YIL046W	FBXO10
YIL046W	FBXO11
YIL046W	FBXO2
YIL046W	FBXO24
YIL046W	FBXO3
YIL046W	FBXO31
YIL046W	FBXO33
YIL046W	FBXO4
YIL046W	FBXO45
YIL046W	FBXO6
YIL046W	FBXO9
YIL046W	FBXW11
YIL046W	FBXW2
YIL046W	FBXW5
YIL046W	FBXW7
YIL046W	GNB2L1
YIL046W	LLGL2
YIL046W	RFWD2
YIL046W	RFWD3
YIL046W	TRAF7
YIL046W	TULP4
YIL046W	WSB1
YIL046W	WSB2
YIL052C	RPL34
YIL053W	ATP1A1
YIL053W	ATP1A3
YIL053W	ATP4A
YIL061C	ALYREF
YIL061C	CELF3
YIL061C	CPSF7
YIL061C	CSTF2
YIL061C	FUS
YIL061C	HNRNPA0
YIL061C	HNRNPA1
YIL061C	HNRNPA2B1
YIL061C	HNRNPA3
YIL061C	HNRNPC
YIL061C	HNRNPD
YIL061C	HNRNPF
YIL061C	HNRNPH1
YIL061C	HNRNPH2
YIL061C	HNRNPH3
YIL061C	HNRNPL
YIL061C	HNRNPM
YIL061C	HNRNPR
YIL061C	NCBP2
YIL061C	PABPC1
YIL061C	PABPN1
YIL061C	PPIE
YIL061C	PTBP1
YIL061C	RALY
YIL061C	RBM22
YIL061C	RBM5
YIL061C	RBM8A
YIL061C	RBMX
YIL061C	RNPS1
YIL061C	SF3B14
YIL061C	SF3B4
YIL061C	SNRNP70
YIL061C	SNRPA
YIL061C	SNRPB2
YIL061C	SRSF1
YIL061C	SRSF10
YIL061C	SRSF11
YIL061C	SRSF2
YIL061C	SRSF3
YIL061C	SRSF4
YIL061C	SRSF5
YIL061C	SRSF6
YIL061C	SRSF7
YIL061C	SRSF9
YIL061C	SYNCRIP
YIL061C	TRA2A
YIL061C	TRA2B
YIL061C	U2AF1
YIL061C	U2AF2
YIL061C	ZRSR2
YIL066C	RRM1
YIL069C	RPS24
YIL072W	HORMAD1
YIL073C	TEX11
YIL078W	HARS
YIL078W	HARS2
YIL078W	SARS
YIL078W	TARS
YIL079C	SRSF7
YIL083C	PPCS
YIL084C	SUDS3
YIL095W	AAK1
YIL095W	ABL1
YIL095W	ABL2
YIL095W	ACVR1
YIL095W	ACVR1B
YIL095W	ACVR1C
YIL095W	ACVRL1
YIL095W	AKT1
YIL095W	AKT3
YIL095W	ARAF
YIL095W	AURKA
YIL095W	AURKB
YIL095W	AURKC
YIL095W	BMPR1A
YIL095W	BMPR1B
YIL095W	BMX
YIL095W	BRAF
YIL095W	BRSK1
YIL095W	BRSK2
YIL095W	BTK
YIL095W	CAMK1
YIL095W	CAMK2A
YIL095W	CAMK2B
YIL095W	CAMK2D
YIL095W	CAMK2G
YIL095W	CAMK4
YIL095W	CAMKK2
YIL095W	CDC42BPA
YIL095W	CDC42BPB
YIL095W	CDC42BPG
YIL095W	CDK11A
YIL095W	CDK11B
YIL095W	CDK16
YIL095W	CDK17
YIL095W	CDK18
YIL095W	CDK4
YIL095W	CDK6
YIL095W	CDK9
YIL095W	CDKL1
YIL095W	CDKL5
YIL095W	CHUK
YIL095W	CLK2
YIL095W	CLK3
YIL095W	CSK
YIL095W	CSNK1A1
YIL095W	CSNK1D
YIL095W	CSNK1E
YIL095W	CSNK1G2
YIL095W	CSNK2A1
YIL095W	DAPK1
YIL095W	DAPK2
YIL095W	DAPK3
YIL095W	DCLK1
YIL095W	DMPK
YIL095W	DYRK1A
YIL095W	DYRK1B
YIL095W	DYRK2
YIL095W	DYRK3
YIL095W	DYRK4
YIL095W	EIF2AK2
YIL095W	EIF2AK3
YIL095W	EIF2AK4
YIL095W	EPHB2
YIL095W	ERBB2
YIL095W	ERN1
YIL095W	ERN2
YIL095W	FER
YIL095W	FES
YIL095W	FGFR1
YIL095W	FGR
YIL095W	FRK
YIL095W	FYN
YIL095W	GSG2
YIL095W	GSK3A
YIL095W	GSK3B
YIL095W	HCK
YIL095W	HIPK3
YIL095W	ICK
YIL095W	IGF1R
YIL095W	IKBKB
YIL095W	IKBKE
YIL095W	ILK
YIL095W	IRAK1
YIL095W	IRAK2
YIL095W	IRAK3
YIL095W	JAK1
YIL095W	JAK2
YIL095W	JAK3
YIL095W	KALRN
YIL095W	KSR1
YIL095W	LATS1
YIL095W	LATS2
YIL095W	LCK
YIL095W	LIMK1
YIL095W	LMTK2
YIL095W	LTK
YIL095W	LYN
YIL095W	MAK
YIL095W	MAP2K2
YIL095W	MAP3K1
YIL095W	MAP3K11
YIL095W	MAP3K12
YIL095W	MAP3K13
YIL095W	MAP3K2
YIL095W	MAP3K6
YIL095W	MAP3K8
YIL095W	MAP3K9
YIL095W	MAP4K1
YIL095W	MAP4K2
YIL095W	MAP4K3
YIL095W	MAP4K4
YIL095W	MAP4K5
YIL095W	MAPK3
YIL095W	MAPK4
YIL095W	MAPK6
YIL095W	MAPKAPK2
YIL095W	MARK1
YIL095W	MARK2
YIL095W	MARK4
YIL095W	MAST1
YIL095W	MAST2
YIL095W	MATK
YIL095W	MERTK
YIL095W	MINK1
YIL095W	MKNK1
YIL095W	MKNK2
YIL095W	MLK4
YIL095W	MLTK
YIL095W	MOK
YIL095W	MST4
YIL095W	MYLK
YIL095W	MYLK3
YIL095W	NEK11
YIL095W	NEK2
YIL095W	NEK3
YIL095W	NEK4
YIL095W	NEK6
YIL095W	NEK7
YIL095W	NLK
YIL095W	NTRK1
YIL095W	NUAK2
YIL095W	OXSR1
YIL095W	PAK1
YIL095W	PAK2
YIL095W	PASK
YIL095W	PBK
YIL095W	PDPK1
YIL095W	PHKG2
YIL095W	PIK3R4
YIL095W	PIM1
YIL095W	PIM2
YIL095W	PIM3
YIL095W	PINK1
YIL095W	PKN1
YIL095W	PKN2
YIL095W	PKN3
YIL095W	PLK1
YIL095W	PLK2
YIL095W	PLK3
YIL095W	PLK4
YIL095W	PRKAA1
YIL095W	PRKAA2
YIL095W	PRKACA
YIL095W	PRKACB
YIL095W	PRKCA
YIL095W	PRKCB
YIL095W	PRKCD
YIL095W	PRKCE
YIL095W	PRKCG
YIL095W	PRKCH
YIL095W	PRKCI
YIL095W	PRKCQ
YIL095W	PRKCZ
YIL095W	PRKD2
YIL095W	PRKD3
YIL095W	PRKG1
YIL095W	PRKG2
YIL095W	PRPF4B
YIL095W	PSKH1
YIL095W	PTK2B
YIL095W	PTK6
YIL095W	RAF1
YIL095W	RET
YIL095W	RNASEL
YIL095W	ROCK1
YIL095W	ROCK2
YIL095W	ROS1
YIL095W	RPS6KA4
YIL095W	RPS6KA5
YIL095W	RPS6KB1
YIL095W	SCYL3
YIL095W	SGK1
YIL095W	SGK2
YIL095W	SGK3
YIL095W	SIK1
YIL095W	SIK2
YIL095W	SIK3
YIL095W	SNRK
YIL095W	SRPK1
YIL095W	SRPK2
YIL095W	SRPK3
YIL095W	STK10
YIL095W	STK11
YIL095W	STK17A
YIL095W	STK17B
YIL095W	STK24
YIL095W	STK3
YIL095W	STK36
YIL095W	STK38
YIL095W	STK38L
YIL095W	STK39
YIL095W	STK4
YIL095W	SYK
YIL095W	TAOK1
YIL095W	TAOK3
YIL095W	TEC
YIL095W	TESK2
YIL095W	TGFBR1
YIL095W	TGFBR2
YIL095W	TLK1
YIL095W	TLK2
YIL095W	TNIK
YIL095W	TNK1
YIL095W	TNNI3K
YIL095W	TP53RK
YIL095W	TRIB3
YIL095W	TSSK1B
YIL095W	TSSK2
YIL095W	TSSK3
YIL095W	TSSK4
YIL095W	TSSK6
YIL095W	TXK
YIL095W	TYK2
YIL095W	ULK1
YIL095W	VRK1
YIL095W	VRK2
YIL095W	WNK1
YIL095W	WNK2
YIL095W	WNK3
YIL095W	WNK4
YIL095W	ZAP70
YIL099W	PHKA1
YIL099W	PHKA2
YIL099W	PHKB
YIL103W	DPH1
YIL103W	DPH2
YIL105C	ABR
YIL105C	ARHGEF18
YIL105C	BCR
YIL105C	CYTH2
YIL105C	FERMT2
YIL105C	FGD1
YIL105C	FGD2
YIL105C	FGD3
YIL105C	FGD4
YIL105C	FGD5
YIL105C	FGD6
YIL105C	NET1
YIL105C	PLEK2
YIL105C	ROCK1
YIL105C	ROCK2
YIL105C	SH2B2
YIL107C	PFKFB1
YIL107C	PFKFB2
YIL107C	PFKFB3
YIL107C	PFKFB4
YIL107C	PGAM1
YIL109C	SEC23A
YIL109C	SEC23B
YIL109C	SEC24A
YIL109C	SEC24B
YIL109C	SEC24C
YIL109C	SEC24D
YIL114C	TOMM40
YIL114C	TOMM40L
YIL118W	AGAP1
YIL118W	AGAP2
YIL118W	AGAP3
YIL118W	ARF1
YIL118W	ARF3
YIL118W	ARF4
YIL118W	ARF5
YIL118W	ARF6
YIL118W	ARFRP1
YIL118W	ARHGAP35
YIL118W	ARHGAP5
YIL118W	ARL1
YIL118W	ARL11
YIL118W	ARL13A
YIL118W	ARL13B
YIL118W	ARL14
YIL118W	ARL15
YIL118W	ARL2
YIL118W	ARL3
YIL118W	ARL4A
YIL118W	ARL4C
YIL118W	ARL4D
YIL118W	ARL5A
YIL118W	ARL5B
YIL118W	ARL5C
YIL118W	ARL6
YIL118W	ARL8A
YIL118W	ARL8B
YIL118W	CDC42
YIL118W	DIRAS1
YIL118W	DIRAS2
YIL118W	DIRAS3
YIL118W	DNAJC27
YIL118W	ERAS
YIL118W	GEM
YIL118W	HRAS
YIL118W	IFT27
YIL118W	KRAS
YIL118W	LRRK1
YIL118W	LRRK2
YIL118W	MRAS
YIL118W	NKIRAS1
YIL118W	NKIRAS2
YIL118W	NRAS
YIL118W	RAB10
YIL118W	RAB11A
YIL118W	RAB11B
YIL118W	RAB12
YIL118W	RAB13
YIL118W	RAB14
YIL118W	RAB15
YIL118W	RAB17
YIL118W	RAB18
YIL118W	RAB19
YIL118W	RAB1A
YIL118W	RAB1B
YIL118W	RAB20
YIL118W	RAB21
YIL118W	RAB22A
YIL118W	RAB23
YIL118W	RAB24
YIL118W	RAB25
YIL118W	RAB26
YIL118W	RAB27A
YIL118W	RAB27B
YIL118W	RAB28
YIL118W	RAB2A
YIL118W	RAB2B
YIL118W	RAB30
YIL118W	RAB31
YIL118W	RAB32
YIL118W	RAB33A
YIL118W	RAB33B
YIL118W	RAB34
YIL118W	RAB35
YIL118W	RAB36
YIL118W	RAB37
YIL118W	RAB38
YIL118W	RAB39A
YIL118W	RAB39B
YIL118W	RAB3A
YIL118W	RAB3B
YIL118W	RAB3C
YIL118W	RAB3D
YIL118W	RAB40A
YIL118W	RAB40AL
YIL118W	RAB40B
YIL118W	RAB40C
YIL118W	RAB41
YIL118W	RAB42
YIL118W	RAB43
YIL118W	RAB44
YIL118W	RAB4A
YIL118W	RAB4B
YIL118W	RAB5A
YIL118W	RAB5B
YIL118W	RAB5C
YIL118W	RAB6A
YIL118W	RAB6B
YIL118W	RAB6C
YIL118W	RAB7A
YIL118W	RAB7L1
YIL118W	RAB8A
YIL118W	RAB8B
YIL118W	RAB9A
YIL118W	RAB9B
YIL118W	RABL2A
YIL118W	RABL2B
YIL118W	RABL3
YIL118W	RABL5
YIL118W	RABL6
YIL118W	RAC1
YIL118W	RAC2
YIL118W	RAC3
YIL118W	RALA
YIL118W	RALB
YIL118W	RAN
YIL118W	RAP1A
YIL118W	RAP1B
YIL118W	RAP2A
YIL118W	RASD1
YIL118W	RASD2
YIL118W	RASEF
YIL118W	RASL10A
YIL118W	RASL10B
YIL118W	RASL11A
YIL118W	RASL11B
YIL118W	RASL12
YIL118W	REM1
YIL118W	REM2
YIL118W	RERG
YIL118W	RERGL
YIL118W	RHEB
YIL118W	RHEBL1
YIL118W	RHOA
YIL118W	RHOB
YIL118W	RHOBTB1
YIL118W	RHOBTB2
YIL118W	RHOBTB3
YIL118W	RHOC
YIL118W	RHOD
YIL118W	RHOF
YIL118W	RHOG
YIL118W	RHOH
YIL118W	RHOJ
YIL118W	RHOQ
YIL118W	RHOT1
YIL118W	RHOT2
YIL118W	RHOU
YIL118W	RHOV
YIL118W	RIT1
YIL118W	RIT2
YIL118W	RND1
YIL118W	RND2
YIL118W	RND3
YIL118W	RRAD
YIL118W	RRAS2
YIL118W	RSG1
YIL118W	TRIM23
YIL120W	SLC17A3
YIL120W	SLC22A1
YIL120W	SLC22A18
YIL120W	SLC22A2
YIL120W	SLC22A3
YIL120W	SLC22A5
YIL121W	SLC17A3
YIL121W	SLC22A1
YIL121W	SLC22A18
YIL121W	SLC22A2
YIL121W	SLC22A3
YIL121W	SLC22A5
YIL125W	DHTKD1
YIL125W	OGDH
YIL125W	OGDHL
YIL125W	PDHA1
YIL125W	PDHA2
YIL125W	PDHB
YIL126W	BAZ1B
YIL126W	BRD4
YIL126W	BRWD1
YIL126W	BRWD3
YIL126W	CECR2
YIL126W	CHD8
YIL126W	DDX1
YIL126W	DDX3X
YIL126W	ERCC2
YIL126W	ERCC3
YIL126W	INO80
YIL126W	PHIP
YIL126W	RAD54L
YIL126W	SMARCA1
YIL126W	SMARCA5
YIL126W	SMARCAD1
YIL126W	TAF1
YIL126W	WRN
YIL128W	MMS19
YIL131C	FOXG1
YIL133C	MRPL13
YIL133C	RPL13A
YIL139C	MAD2L2
YIL142W	CCT2
YIL142W	CCT3
YIL142W	CCT4
YIL142W	CCT5
YIL142W	CCT6A
YIL142W	CCT6B
YIL142W	CCT7
YIL142W	CCT8
YIL142W	MKKS
YIL142W	TCP1
YIL143C	DHX38
YIL143C	ERCC3
YIL143C	ERCC6
YIL144W	NDC80
YIL147C	MORC3
YIL147C	PDK1
YIL147C	PDK2
YIL147C	PDK4
YIL148W	FAU
YIL148W	RPS27A
YIL148W	TCEB2
YIL148W	UBA52
YIL148W	UBD
YIL148W	UHRF2
YIL153W	PPP2R4
YIL156W	USP1
YIL156W	USP10
YIL156W	USP11
YIL156W	USP12
YIL156W	USP15
YIL156W	USP17L2
YIL156W	USP19
YIL156W	USP2
YIL156W	USP20
YIL156W	USP22
YIL156W	USP26
YIL156W	USP28
YIL156W	USP32
YIL156W	USP33
YIL156W	USP4
YIL156W	USP42
YIL156W	USP44
YIL156W	USP46
YIL156W	USP6
YIL156W	USP7
YIL156W	USP8
YIL156W	USP9X
YIL156W	USP9Y
YIL160C	ACAA1
YIL160C	HADHB
YIL164C	NIT1
YIL164C	NIT2
YIL164C	VNN3
YIL166C	FLVCR1
YIL166C	MFSD10
YIL166C	MFSD12
YIL166C	MFSD2A
YIL166C	MFSD5
YIL166C	SLC16A2
YIL166C	SLC19A3
YIL166C	SLC37A4
YIL166C	SLC45A4
YIL166C	SLC46A2
YIL177C	TDRD12
YIR001C	CNOT4
YIR001C	EIF4B
YIR001C	ELAVL1
YIR001C	HNRNPD
YIR001C	NCBP2
YIR001C	PABPC1
YIR001C	PABPC3
YIR001C	RBM8A
YIR001C	RNPS1
YIR002C	ATRX
YIR002C	BLM
YIR002C	CHD1L
YIR002C	ERCC3
YIR002C	ERCC6
YIR002C	FANCM
YIR002C	IGHMBP2
YIR002C	POLQ
YIR002C	RAD54L
YIR002C	RECQL
YIR002C	RECQL4
YIR002C	RECQL5
YIR002C	RTEL1
YIR002C	SHPRH
YIR002C	UPF1
YIR002C	ZRANB3
YIR005W	ALYREF
YIR005W	CELF3
YIR005W	CPSF7
YIR005W	CSTF2
YIR005W	FUS
YIR005W	HNRNPA0
YIR005W	HNRNPA1
YIR005W	HNRNPA2B1
YIR005W	HNRNPA3
YIR005W	HNRNPC
YIR005W	HNRNPD
YIR005W	HNRNPF
YIR005W	HNRNPH1
YIR005W	HNRNPH2
YIR005W	HNRNPH3
YIR005W	HNRNPL
YIR005W	HNRNPM
YIR005W	HNRNPR
YIR005W	NCBP2
YIR005W	PABPC1
YIR005W	PABPN1
YIR005W	PPIE
YIR005W	PTBP1
YIR005W	RALY
YIR005W	RBM22
YIR005W	RBM5
YIR005W	RBM8A
YIR005W	RBMX
YIR005W	RNPS1
YIR005W	SF3B14
YIR005W	SF3B4
YIR005W	SNRNP70
YIR005W	SNRPA
YIR005W	SNRPB2
YIR005W	SRSF1
YIR005W	SRSF10
YIR005W	SRSF11
YIR005W	SRSF2
YIR005W	SRSF3
YIR005W	SRSF4
YIR005W	SRSF5
YIR005W	SRSF6
YIR005W	SRSF7
YIR005W	SRSF9
YIR005W	SYNCRIP
YIR005W	TRA2A
YIR005W	TRA2B
YIR005W	U2AF1
YIR005W	U2AF2
YIR005W	ZRSR2
YIR008C	PRIM1
YIR010W	DSN1
YIR012W	BOP1
YIR015W	RPP21
YIR017C	ATF2
YIR017C	ATF5
YIR017C	ATF6
YIR017C	CEBPG
YIR017C	CREB1
YIR017C	DBP
YIR017C	FOS
YIR017C	FOSL1
YIR017C	FOSL2
YIR017C	JUN
YIR017C	JUNB
YIR017C	JUND
YIR017C	NFE2
YIR017C	TEF
YIR017C	XBP1
YIR018W	ATF4
YIR018W	BACH1
YIR018W	CEBPA
YIR018W	CREB1
YIR018W	CREB3
YIR018W	CREB3L4
YIR018W	CREM
YIR018W	FOS
YIR018W	JUN
YIR018W	JUNB
YIR018W	JUND
YIR018W	NFE2L2
YIR018W	TEF
YIR022W	SEC11A
YIR022W	SEC11C
YIR026C	DUSP13
YIR026C	EPM2A
YIR029W	ALLC
YIR033W	AGAP2
YIR033W	ANKRD1
YIR033W	ANKRD23
YIR033W	BCL3
YIR033W	CAMTA2
YIR033W	GABPB1
YIR033W	GABPB2
YIR033W	MET
YIR033W	NFATC1
YIR033W	NFATC2
YIR033W	NFATC3
YIR033W	NFATC4
YIR033W	NFKB1
YIR033W	NFKBIA
YIR033W	NOTCH1
YIR033W	PPP1R12A
YIR033W	RBPJ
YIR033W	RFXANK
YIR033W	RNASEL
YIR033W	TNKS
YIR033W	TRPA1
YIR035C	DHRS7B
YIR035C	HSD17B13
YIR035C	HSDL2
YIR036C	DHRS7B
YIR036C	HSD17B13
YIR036C	HSDL2
YIR037W	GPX1
YIR037W	GPX2
YIR037W	GPX3
YIR037W	GPX4
YIR037W	GPX5
YIR037W	GPX6
YIR037W	GPX7
YIR037W	GPX8
YIR038C	GSTA1
YIR038C	GSTA2
YIR038C	GSTA3
YIR038C	GSTA4
YIR038C	GSTA5
YIR038C	GSTM1
YIR038C	GSTM2
YIR038C	GSTM3
YIR038C	GSTM4
YIR038C	GSTM5
YIR038C	GSTP1
YIR038C	GSTT1
YIR038C	GSTZ1
YJL001W	PSMA1
YJL001W	PSMA2
YJL001W	PSMA3
YJL001W	PSMA4
YJL001W	PSMA6
YJL001W	PSMA7
YJL001W	PSMA8
YJL001W	PSMB6
YJL002C	RPN1
YJL005W	ADCY2
YJL005W	ADCY4
YJL005W	PLCE1
YJL005W	RALGDS
YJL005W	RAPGEF6
YJL005W	RASSF1
YJL005W	RGL2
YJL005W	RSU1
YJL005W	RXFP1
YJL005W	SHOC2
YJL006C	CCNB1
YJL006C	CCNE1
YJL006C	CCNH
YJL006C	CCNT1
YJL008C	CCT2
YJL008C	CCT3
YJL008C	CCT4
YJL008C	CCT5
YJL008C	CCT6A
YJL008C	CCT6B
YJL008C	CCT7
YJL008C	CCT8
YJL008C	MKKS
YJL008C	TCP1
YJL013C	BUB1
YJL013C	BUB1B
YJL014W	CCT2
YJL014W	CCT3
YJL014W	CCT4
YJL014W	CCT5
YJL014W	CCT6A
YJL014W	CCT6B
YJL014W	CCT7
YJL014W	CCT8
YJL014W	MKKS
YJL014W	TCP1
YJL020C	ABL1
YJL020C	ARHGAP26
YJL020C	ARHGEF5
YJL020C	NPHP1
YJL020C	PACSIN2
YJL020C	TRIP10
YJL024C	AP1M1
YJL024C	AP1M2
YJL024C	AP1S1
YJL024C	AP1S2
YJL024C	AP1S3
YJL024C	AP2M1
YJL024C	AP3M2
YJL024C	AP3S1
YJL024C	AP3S2
YJL024C	AP4M1
YJL024C	C15orf38-AP3S2
YJL024C	COPZ1
YJL024C	COPZ2
YJL025W	TAF1B
YJL026W	RRM2
YJL030W	MAD2L1
YJL030W	MAD2L2
YJL034W	HSPA1A
YJL034W	HSPA1L
YJL034W	HSPA2
YJL034W	HSPA4
YJL034W	HSPA4L
YJL034W	HSPA5
YJL034W	HSPA6
YJL034W	HSPA8
YJL034W	HSPH1
YJL047C	ANAPC2
YJL047C	CACUL1
YJL047C	CUL2
YJL047C	CUL3
YJL047C	CUL4A
YJL047C	CUL4B
YJL047C	CUL5
YJL047C	CUL7
YJL047C	CUL9
YJL050W	DDX19B
YJL050W	DDX25
YJL050W	DDX39A
YJL050W	DDX39B
YJL050W	DHX38
YJL052W	GAPDH
YJL052W	GAPDHS
YJL053W	VPS26A
YJL057C	EPHA10
YJL057C	EPHA6
YJL057C	LMTK3
YJL059W	CLN3
YJL062W	PIGG
YJL062W	PIGN
YJL062W	PIGO
YJL063C	MRPL17
YJL068C	ESD
YJL071W	NAGS
YJL073W	DNAJA1
YJL073W	DNAJA2
YJL073W	DNAJA3
YJL073W	DNAJA4
YJL073W	DNAJB11
YJL073W	DNAJB13
YJL073W	DNAJB2
YJL073W	DNAJB4
YJL073W	DNAJB5
YJL073W	DNAJB6
YJL073W	DNAJB9
YJL073W	DNAJC1
YJL073W	DNAJC10
YJL073W	DNAJC19
YJL073W	DNAJC21
YJL073W	DNAJC4
YJL073W	DNAJC7
YJL073W	HSCB
YJL074C	SMC1A
YJL078C	PI15
YJL079C	PI15
YJL081C	ACTL6A
YJL081C	ACTL6B
YJL081C	ACTR5
YJL081C	ACTR8
YJL082W	TTC39A
YJL084C	DSCR3
YJL088W	OTC
YJL090C	LIG4
YJL090C	POLL
YJL090C	RFC1
YJL091C	PIGW
YJL093C	KCNMA1
YJL095W	AAK1
YJL095W	ACVR1
YJL095W	ACVR1B
YJL095W	ACVR1C
YJL095W	ACVRL1
YJL095W	AKT1
YJL095W	AKT3
YJL095W	ARAF
YJL095W	AURKA
YJL095W	AURKC
YJL095W	BLK
YJL095W	BMPR1A
YJL095W	BMPR1B
YJL095W	BMX
YJL095W	BRAF
YJL095W	BRSK1
YJL095W	BRSK2
YJL095W	BTK
YJL095W	CAMK1
YJL095W	CAMK2A
YJL095W	CAMK2B
YJL095W	CAMK2D
YJL095W	CAMK2G
YJL095W	CAMK4
YJL095W	CAMKK2
YJL095W	CDC42BPA
YJL095W	CDC42BPB
YJL095W	CDC42BPG
YJL095W	CDK11A
YJL095W	CDK11B
YJL095W	CDK16
YJL095W	CDK17
YJL095W	CDK18
YJL095W	CDK4
YJL095W	CDK6
YJL095W	CDK9
YJL095W	CDKL1
YJL095W	CDKL5
YJL095W	CHUK
YJL095W	CLK2
YJL095W	CLK3
YJL095W	CSK
YJL095W	CSNK1A1
YJL095W	CSNK1D
YJL095W	CSNK1E
YJL095W	CSNK1G2
YJL095W	CSNK2A1
YJL095W	DAPK1
YJL095W	DAPK2
YJL095W	DAPK3
YJL095W	DCLK1
YJL095W	DMPK
YJL095W	DYRK1A
YJL095W	DYRK1B
YJL095W	DYRK2
YJL095W	DYRK3
YJL095W	DYRK4
YJL095W	EIF2AK2
YJL095W	EIF2AK3
YJL095W	EIF2AK4
YJL095W	EPHB2
YJL095W	ERBB2
YJL095W	ERN1
YJL095W	ERN2
YJL095W	FER
YJL095W	FES
YJL095W	FGFR1
YJL095W	FGR
YJL095W	FRK
YJL095W	FYN
YJL095W	GSG2
YJL095W	GSK3A
YJL095W	GSK3B
YJL095W	HCK
YJL095W	HIPK3
YJL095W	ICK
YJL095W	IGF1R
YJL095W	IKBKB
YJL095W	IKBKE
YJL095W	ILK
YJL095W	IRAK1
YJL095W	IRAK2
YJL095W	IRAK3
YJL095W	JAK1
YJL095W	JAK2
YJL095W	JAK3
YJL095W	KALRN
YJL095W	KIT
YJL095W	KSR1
YJL095W	LATS1
YJL095W	LATS2
YJL095W	LCK
YJL095W	LIMK1
YJL095W	LMTK2
YJL095W	LTK
YJL095W	LYN
YJL095W	MAK
YJL095W	MAP2K2
YJL095W	MAP3K1
YJL095W	MAP3K11
YJL095W	MAP3K12
YJL095W	MAP3K13
YJL095W	MAP3K2
YJL095W	MAP3K3
YJL095W	MAP3K4
YJL095W	MAP3K6
YJL095W	MAP3K8
YJL095W	MAP3K9
YJL095W	MAP4K1
YJL095W	MAP4K2
YJL095W	MAP4K3
YJL095W	MAP4K4
YJL095W	MAP4K5
YJL095W	MAPK11
YJL095W	MAPK13
YJL095W	MAPK14
YJL095W	MAPK3
YJL095W	MAPK4
YJL095W	MAPK6
YJL095W	MAPKAPK2
YJL095W	MARK1
YJL095W	MARK2
YJL095W	MARK4
YJL095W	MAST1
YJL095W	MAST2
YJL095W	MATK
YJL095W	MERTK
YJL095W	MINK1
YJL095W	MKNK1
YJL095W	MKNK2
YJL095W	MLK4
YJL095W	MLTK
YJL095W	MOK
YJL095W	MST4
YJL095W	MYLK
YJL095W	MYLK3
YJL095W	NEK11
YJL095W	NEK2
YJL095W	NEK3
YJL095W	NEK4
YJL095W	NEK6
YJL095W	NEK7
YJL095W	NLK
YJL095W	NTRK1
YJL095W	NUAK2
YJL095W	OXSR1
YJL095W	PAK1
YJL095W	PAK2
YJL095W	PASK
YJL095W	PBK
YJL095W	PDGFRB
YJL095W	PDPK1
YJL095W	PHKG2
YJL095W	PIK3R4
YJL095W	PIM1
YJL095W	PIM2
YJL095W	PIM3
YJL095W	PINK1
YJL095W	PKN1
YJL095W	PKN2
YJL095W	PKN3
YJL095W	PLK1
YJL095W	PLK2
YJL095W	PLK3
YJL095W	PLK4
YJL095W	PRKAA1
YJL095W	PRKAA2
YJL095W	PRKACA
YJL095W	PRKACB
YJL095W	PRKACG
YJL095W	PRKCA
YJL095W	PRKCB
YJL095W	PRKCD
YJL095W	PRKCE
YJL095W	PRKCG
YJL095W	PRKCH
YJL095W	PRKCI
YJL095W	PRKCQ
YJL095W	PRKCZ
YJL095W	PRKD1
