Q0045		MT-CO1
YHR062C		RPP30
YHR065C		DDX28
YHR065C		DDX47
YHR065C		DDX49
YHR066W		PPAN
YHR066W		PPAN-P2RY11
YHR068W		DHPS
YHR069C		EXOSC2
YHR070W		TRMT5
YHR072W		LSS
YHR072W-A		NOP10
YHR074W		NADSYN1
YHR075C		PPME1
YHR076W		PPTC7
YHR077C		UPF2
YHR079C		ERN1
YHR079C		ERN2
YHR080C		GRAMD1A
YHR080C		GRAMD1B
YHR080C		GRAMD1C
YHR080C		GRAMD2
YHR080C		GRAMD3
YHR085W		TEX10
YHR086W		C6ORF52
YHR086W		TRNAU1AP
YHR088W		RPF1
YHR089C		EWSR1
YHR089C		FUS
YHR089C		GAR1
YHR089C		TAF15
YHR091C		RARS
YHR091C		RARS2
YHR092C		SLC2A6
YHR092C		SLC2A8
YHR094C		SLC2A6
YHR094C		SLC2A8
YHR096C		SLC2A6
YHR096C		SLC2A8
YHR099W		TRRAP
YHR102W		MST4
YHR102W		STK24
YHR102W		STK25
YHR102W		STK3
YHR102W		STK4
YHR104W		AKR1A1
YHR104W		AKR1C1
YHR104W		AKR1C2
YHR104W		AKR1C3
YHR104W		AKR1C4
YHR104W		AKR1CL1
YHR104W		AKR1D1
YHR108W		GGA1
YHR108W		GGA2
YHR108W		GGA3
YHR110W		TMED4
YHR110W		TMED9
YHR111W		MOCS3
YHR111W		UBA5
YHR113W		DNPEP
YHR114W		FNBP1
YHR114W		FNBP1L
YHR114W		TRIP10
YHR117W		TOMM70A
YHR117W		TTC1
YHR117W		UNC45A
YHR117W		UNC45B
YHR119W		EZH1
YHR119W		EZH2
YHR119W		SETD1A
YHR119W		SETD1B
YHR121W		LSM12
YHR122W		FAM96A
YHR122W		FAM96B
YHR123W		CEPT1
YHR123W		CHPT1
YHR123W		EPT1
YHR128W		UPRT
YHR132C		CPA1
YHR132C		CPA2
YHR132C		CPA3
YHR132C		CPA4
YHR132C		CPA5
YHR132C		CPB1
YHR137W		AADAT
YHR141C		RPL36A
YHR141C		RPL36AL
YHR144C		DCTD
YHR148W		IMP3
YHR158C		HCFC1
YHR158C		HCFC2
YHR158C		KLHDC10
YHR158C		RABEPK
YHR161C		PICALM
YHR161C		SNAP91
YHR162W		MPC2
YHR163W		PGLS
YHR164C		DNA2
YHR165C		PRPF8
YHR166C		CDC23
YHR168W		GTPBP10
YHR168W		GTPBP5
YHR170W		NMD3
YHR171W		ATG7
YHR174W		ENO1
YHR174W		ENO2
YHR174W		ENO3
YHR174W		ENO4
YHR176W		FMO1
YHR176W		FMO2
YHR176W		FMO3
YHR176W		FMO4
YHR176W		FMO5
YHR176W		FMO6P
YHR181W		TEX261
YHR183W		PGD
YHR186C		RPTOR
YHR188C		PIGT
YHR189W		PTRH1
YHR190W		FDFT1
YHR193C		NACA
YHR193C		NACA2
YHR193C		NACAD
YHR200W		PSMD4
YHR201C		PRUNE
YHR203C		RPS4X
YHR203C		RPS4XP21
YHR203C		RPS4Y1
YHR203C		RPS4Y2
YHR204W		EDEM1
YHR204W		EDEM2
YHR204W		EDEM3
YHR205W		RPS6KB1
YHR205W		RPS6KB2
YHR208W		BCAT1
YHR208W		BCAT2
YHR210C		GALM
YHR216W		GMPR
YHR216W		GMPR2
YHR216W		IMPDH1
YHR216W		IMPDH2
YIL001W		ABTB1
YIL002C		INPP5J
YIL002C		INPP5K
YIL002C		SYNJ1
YIL002C		SYNJ2
YIL003W		NUBP2
YIL006W		SLC25A17
YIL006W		SLC25A32
YIL007C		PSMD9
YIL008W		URM1
YIL009W		ACSL3
YIL009W		ACSL4
YIL018W		RPL8
YIL021W		POLR2C
YIL022W		TIMM44
YIL023C		SLC39A12
YIL023C		SLC39A13
YIL023C		SLC39A4
YIL023C		SLC39A7
YIL026C		STAG1
YIL026C		STAG2
YIL026C		STAG3
YIL026C		STAG3L3
YIL030C		MARCH6
YIL031W		SENP6
YIL031W		SENP7
YIL033C		PRKAR1A
YIL033C		PRKAR1B
YIL033C		PRKAR2A
YIL033C		PRKAR2B
YIL034C		CAPZB
YIL035C		CSNK2A1
YIL035C		CSNK2A2
YIL038C		CNOT3
YIL042C		BCKDK
YIL042C		PDK1
YIL042C		PDK2
YIL042C		PDK3
YIL042C		PDK4
YIL043C		CYB5R1
YIL043C		CYB5R2
YIL043C		CYB5R3
YIL044C		ADAP1
YIL044C		ADAP2
YIL044C		SMAP1
YIL044C		SMAP2
YIL046W		BTRC
YIL046W		FBXW11
YIL046W		FBXW7
YIL046W		TRAF7
YIL046W		WDR86
YIL047C		XPR1
YIL048W		ATP9A
YIL048W		ATP9B
YIL051C		HRSP12
YIL052C		RPL34
YIL061C		SNRNP35
YIL061C		SNRNP70
YIL062C		ARPC5
YIL062C		ARPC5L
YIL063C		RANBP3
YIL063C		RANBP3L
YIL064W		METTL10
YIL064W		RP11-12J10.3
YIL065C		FIS1
YIL066C		RRM1
YIL069C		RPS24
YIL072W		HORMAD1
YIL072W		HORMAD2
YIL074C		AC011841.1
YIL074C		CTBP1
YIL074C		CTBP2
YIL074C		PHGDH
YIL075C		PSMD1
YIL078W		MRPL39
YIL078W		TARS
YIL078W		TARS2
YIL078W		TARSL2
YIL079C		ZCCHC7
YIL082W		GIN1
YIL083C		PPCS
YIL091C		DIEXF
YIL095W		AAK1
YIL095W		BMP2K
YIL097W		MAEA
YIL103W		DPH1
YIL104C		SHQ1
YIL106W		MOB1A
YIL106W		MOB1B
YIL106W		MOB2
YIL106W		MOB3A
YIL106W		MOB3B
YIL106W		MOB3C
YIL109C		SEC24A
YIL109C		SEC24B
YIL109C		SEC24C
YIL109C		SEC24D
YIL110W		METTL18
YIL112W		ANKRD11
YIL112W		ANKRD12
YIL112W		ANKRD31
YIL112W		ANKRD32
YIL112W		BARD1
YIL112W		TONSL
YIL114C		VDAC1
YIL114C		VDAC2
YIL114C		VDAC3
YIL125W		DHTKD1
YIL125W		OGDH
YIL125W		OGDHL
YIL126W		CHD1L
YIL128W		MMS19
YIL129C		FRY
YIL129C		FRYL
YIL131C		FOXP1
YIL131C		FOXP2
YIL131C		FOXP3
YIL131C		FOXP4
YIL133C		RPL13A
YIL138C		TPM1
YIL138C		TPM2
YIL138C		TPM3
YIL138C		TPM4
YIL142W		CCT2
YIL143C		ERCC3
YIL144W		NDC80
YIL148W		UBA52
YIL148W		UBL4A
YIL148W		UBL4B
YIL149C		CCDC88A
YIL149C		CCDC88B
YIL149C		CCDC88C
YIL149C		HOOK1
YIL149C		HOOK2
YIL149C		HOOK3
YIL150C		MCM10
YIL153W		PPP2R4
YIL155C		GPD2
YIL159W		FHDC1
YIL159W		GRID2IP
YIL159W		INF2
YIL160C		ACAA1
YIL160C		HADHB
YIL172C		SLC3A1
YIL172C		SLC3A2
YIL173W		SORCS1
YIL173W		SORCS2
YIL173W		SORCS3
YIL173W		SORT1
YIR001C		BCL2L2-PABPN1
YIR001C		PABPN1
YIR001C		PABPN1L
YIR002C		FANCM
YIR005W		RBMX2
YIR005W		ZCRB1
YIR008C		PRIM1
YIR009W		SNRPA
YIR009W		SNRPB2
YIR019C		MUC12
YIR019C		MUC17
YIR019C		MUC22
YIR019C		MUC3A
YIR019C		MUC4
YIR019C		RGAG1
YIR022W		SEC11A
YIR022W		SEC11C
YIR026C		DUSP12
YIR026C		DUSP15
YIR026C		DUSP19
YIR026C		DUSP22
YIR026C		STYX
YIR027C		CRMP1
YIR027C		DPYS
YIR027C		DPYSL2
YIR027C		DPYSL3
YIR027C		DPYSL4
YIR027C		DPYSL5
YIR029W		ALLC
YIR035C		SPR
YIR036C		SPR
YIR037W		GPX1
YIR037W		GPX2
YIR037W		GPX3
YIR037W		GPX4
YIR037W		GPX5
YIR037W		GPX6
YIR037W		GPX7
YIR037W		GPX8
YJL001W		PSMB6
YJL001W		PSMB9
YJL002C		RPN1
YJL005W		PHLPP1
YJL005W		PHLPP2
YJL008C		CCT8
YJL008C		CCT8L2
YJL010C		NOP9
YJL013C		BUB1
YJL013C		BUB1B
YJL014W		CCT3
YJL024C		AP3S1
YJL024C		AP3S2
YJL026W		RRM2
YJL026W		RRM2B
YJL029C		VPS53
YJL030W		MAD2L1
YJL031C		RABGGTA
YJL033W		DDX10
YJL035C		ADAT2
YJL036W		SNX30
YJL036W		SNX4
YJL036W		SNX7
YJL039C		NUP205
YJL045W		SDHA
YJL046W		LIPT1
YJL050W		SKIV2L2
YJL052W		GAPDHS
YJL053W		VPS26A
YJL053W		VPS26B
YJL059W		CLN3
YJL060W		CCBL1
YJL060W		CCBL2
YJL060W		TAT
YJL062W		PIGG
YJL068C		ESD
YJL069C		UTP18
YJL072C		GINS2
YJL073W		DNAJC3
YJL073W		DNAJC7
YJL074C		SMC3
YJL079C		GLIPR2
YJL080C		HDLBP
YJL081C		ACTL6A
YJL081C		ACTL6B
YJL082W		TTC39A
YJL082W		TTC39B
YJL082W		TTC39C
YJL085W		EXOC7
YJL088W		OTC
YJL091C		PIGW
YJL095W		MAP3K19
YJL095W		MAP3K2
YJL095W		MAP3K3
YJL097W		PTPLA
YJL097W		PTPLAD1
YJL097W		PTPLAD2
YJL097W		PTPLB
YJL098W		PPP6R1
YJL098W		PPP6R2
YJL098W		PPP6R3
YJL100W		PI4K2A
YJL100W		PI4K2B
YJL101C		GCLC
YJL102W		GFM2
YJL104W		PAM16
YJL106W		ICK
YJL106W		MAK
YJL106W		MOK
YJL109C		HEATR1
YJL110C		GATA1
YJL110C		GATA2
YJL110C		GATA3
YJL110C		GATA4
YJL110C		GATA5
YJL110C		GATA6
YJL111W		CCT7
YJL115W		ASF1A
YJL115W		ASF1B
YJL121C		RPE
YJL124C		LSM1
YJL124C		NAA38
YJL125C		TRMT61A
YJL126W		NIT1
YJL128C		MAP2K1
YJL128C		MAP2K2
YJL128C		MAP2K5
YJL128C		MAP2K7
YJL132W		GPLD1
YJL133W		SLC25A28
YJL133W		SLC25A37
YJL134W		SGPP1
YJL134W		SGPP2
YJL136C		RPS21
YJL137C		GYG1
YJL137C		GYG2
YJL137C		GYG2P1
YJL138C		DDX20
YJL138C		EIF4A1
YJL138C		EIF4A2
YJL138C		EIF4A3
YJL140W		POLR2D
YJL141C		DYRK1A
YJL141C		DYRK1B
YJL141C		HIPK1
YJL141C		HIPK2
YJL141C		HIPK3
YJL141C		HIPK4
YJL143W		TIMM17A
YJL143W		TIMM17B
YJL153C		ISYNA1
YJL154C		VPS35
YJL155C		PFKFB1
YJL155C		PFKFB2
YJL155C		PFKFB3
YJL155C		PFKFB4
YJL164C		PRKACA
YJL164C		PRKACB
YJL164C		PRKACG
YJL164C		PRKG1
YJL164C		PRKG2
YJL164C		PRKX
YJL167W		FDPS
YJL168C		ASH1L
YJL168C		NSD1
YJL168C		SETBP1
YJL168C		SETD2
YJL168C		WHSC1
YJL168C		WHSC1L1
YJL172W		ABHD14A-ACY1
YJL172W		ACY1
YJL172W		PM20D1
YJL176C		SMARCC1
YJL176C		SMARCC2
YJL177W		RPL17
YJL177W		RPL17-C18ORF32
YJL187C		PKMYT1
YJL187C		WEE1
YJL187C		WEE2
YJL189W		RPL39
YJL189W		RPL39L
YJL190C		RPS15A
YJL191W		RPS14
YJL194W		CDC6
YJL194W		ORC1
YJL196C		ELOVL1
YJL196C		ELOVL3
YJL196C		ELOVL6
YJL196C		ELOVL7
YJL197W		USP11
YJL197W		USP15
YJL197W		USP19
YJL197W		USP4
YJL198W		SLC13A1
YJL198W		SLC13A2
YJL198W		SLC13A3
YJL198W		SLC13A4
YJL198W		SLC13A5
YJL200C		ACO1
YJL200C		IREB2
YJL203W		SF3A1
YJL203W		SFSWAP
YJL207C		HEATR5A
YJL207C		HEATR5B
YJL208C		ENDOG
YJL208C		EXOG
YJL214W		SLC2A6
YJL214W		SLC2A8
YJL216C		SLC3A1
YJL216C		SLC3A2
YJL219W		SLC2A6
YJL219W		SLC2A8
YJL221C		SLC3A1
YJL221C		SLC3A2
YJL222W		SORCS1
YJL222W		SORCS2
YJL222W		SORCS3
YJL222W		SORT1
YJR001W		SLC32A1
YJR002W		MPHOSPH10
YJR006W		POLD2
YJR007W		EIF2S1
YJR008W		MEMO1
YJR009C		GAPDHS
YJR013W		PIGM
YJR014W		DENR
YJR017C		PIN1
YJR019C		ACOT8
YJR024C		APIP
YJR025C		HAAO
YJR031C		GBF1
YJR033C		DMXL1
YJR033C		DMXL2
YJR035W		ERCC6
YJR035W		ERCC6L
YJR035W		ERCC6L2
YJR036C		HECTD2
YJR036C		HERC3
YJR036C		HERC4
YJR036C		HERC5
YJR036C		HERC6
YJR036C		UBE3A
YJR040W		CLCN3
YJR040W		CLCN4
YJR040W		CLCN5
YJR040W		CLCN6
YJR040W		CLCN7
YJR044C		LEPROT
YJR044C		LEPROTL1
YJR045C		HSPA9
YJR047C		EIF5A
YJR047C		EIF5A2
YJR047C		EIF5AL1
YJR048W		AC012493.2
YJR048W		CYCS
YJR049C		NADK
YJR050W		ISY1
YJR050W		ISY1-RAB43
YJR057W		DTYMK
YJR063W		ZNRD1
YJR064W		CCT5
YJR065C		ACTR10
YJR065C		ACTR3
YJR065C		ACTR3B
YJR065C		ACTR3C
YJR066W		BOLA2B
YJR066W		MTOR
YJR066W		SMG1
YJR068W		RFC4
YJR069C		ITPA
YJR070C		DOHH
YJR072C		GPN1
YJR073C		PEMT
YJR074W		RANGRF
YJR078W		IDO1
YJR078W		IDO2
YJR084W		PCID2
YJR090C		AC040160.1
YJR090C		AMN1
YJR090C		FBXL14
YJR090C		FBXL17
YJR090C		FBXL2
YJR090C		FBXL20
YJR090C		FBXL7
YJR090C		LRRC29
YJR093C		DROSHA
YJR093C		FIP1L1
YJR094W-A		RPL37A
YJR099W		UCHL1
YJR099W		UCHL3
YJR102C		VPS25
YJR103W		CTPS1
YJR103W		CTPS2
YJR104C		CCS
YJR104C		SOD1
YJR104C		SOD3
YJR105W		ADK
YJR109C		CAD
YJR109C		CPS1
YJR110W		MTMR6
YJR110W		MTMR7
YJR110W		MTMR8
YJR110W		MTMR9
YJR110W		SBF1
YJR110W		SBF2
YJR117W		ZMPSTE24
YJR119C		JARID2
YJR119C		KDM5A
YJR119C		KDM5B
YJR119C		KDM5C
YJR119C		KDM5D
YJR121W		ATP5B
YJR122W		IBA57
YJR123W		RPS5
YJR125C		CLINT1
YJR125C		ENTHD1
YJR125C		EPN1
YJR125C		EPN2
YJR125C		EPN3
YJR126C		FOLH1
YJR126C		NAALAD2
YJR126C		NAALADL1
YJR126C		NAALADL2
YJR126C		TFR2
YJR126C		TFRC
YJR131W		MAN1A1
YJR131W		MAN1A2
YJR131W		MAN1B1
YJR131W		MAN1C1
YJR132W		IPO7
YJR132W		IPO8
YJR134C		TMF1
YJR135W-A		TIMM8A
YJR135W-A		TIMM8B
YJR138W		DEPDC5
YJR145C		RPS4X
YJR145C		RPS4XP21
YJR145C		RPS4Y1
YJR145C		RPS4Y2
YJR148W		BCAT1
YJR148W		BCAT2
YJR158W		SLC2A6
YJR158W		SLC2A8
YJR159W		SORD
YKL001C		PAPSS1
YKL001C		PAPSS2
YKL002W		CHMP2A
YKL002W		CHMP2B
YKL006W		RPL14
YKL007W		CAPZA1
YKL007W		CAPZA2
YKL007W		CAPZA3
YKL008C		CERS1
YKL008C		CERS2
YKL008C		CERS3
YKL008C		CERS4
YKL008C		CERS5
YKL008C		CERS6
YKL009W		MRTO4
YKL010C		HECTD1
YKL010C		TRIP12
YKL012W		PRPF40A
YKL012W		PRPF40B
YKL012W		TCERG1
YKL012W		TCERG1L
YKL013C		ARPC4
YKL017C		IGHMBP2
YKL018W		WDR82
YKL019W		FNTA
YKL021C		PAK1IP1
YKL022C		CDC16
YKL024C		AK1
YKL024C		AK5
YKL024C		CMPK1
YKL025C		PAN3
YKL026C		GPX1
YKL026C		GPX2
YKL026C		GPX3
YKL026C		GPX4
YKL026C		GPX5
YKL026C		GPX6
YKL026C		GPX7
YKL026C		GPX8
YKL028W		GTF2E1
YKL029C		ME1
YKL029C		ME2
YKL029C		ME3
YKL033W		TTI1
YKL033W-A		HDHD1
YKL035W		UGP2
YKL039W		TMEM87A
YKL039W		TMEM87B
YKL040C		NFU1
YKL041W		CHMP3
YKL041W		RNF103-CHMP3
YKL049C		CENPA
YKL053C-A		TRIAP1
YKL054C		MED15
YKL056C		TPT1
YKL058W		GTF2A2
YKL059C		RBBP6
YKL062W		EGR1
YKL062W		EGR2
YKL062W		EGR3
YKL062W		EGR4
YKL062W		WT1
YKL067W		NME1
YKL067W		NME1-NME2
YKL067W		NME2
YKL067W		NME3
YKL067W		NME4
YKL067W		NME6
YKL068W		NUP214
YKL068W		POM121
YKL068W		POM121C
YKL068W		POM121L2
YKL068W		PROSER1
YKL078W		DHX30
YKL078W		TDRD9
YKL078W		YTHDC2
YKL079W		KIF24
YKL079W		KIF2A
YKL079W		KIF2B
YKL079W		KIF2C
YKL080W		ATP6V1C1
YKL080W		ATP6V1C2
YKL081W		EEF1G
YKL081W		HSA-MIR-3654
YKL082C		SURF6
YKL085W		MDH2
YKL086W		SRXN1
YKL088W		PPCDC
YKL091C		RP4-539M6.19
YKL091C		SEC14L1
YKL091C		SEC14L2
YKL091C		SEC14L3
YKL091C		SEC14L4
YKL091C		SEC14L5
YKL091C		SEC14L6
YKL092C		DAB2IP
YKL092C		RASA1
YKL092C		RASAL2
YKL092C		RASAL3
YKL092C		SYNGAP1
YKL094W		MGLL
YKL095W		CCDC130
YKL095W		CCDC94
YKL099C		UTP11L
YKL100C		HM13
YKL100C		SPPL2A
YKL100C		SPPL2C
YKL100C		SPPL3
YKL101W		BRSK1
YKL101W		BRSK2
YKL101W		HUNK
YKL101W		STK40
YKL101W		TRIB1
YKL101W		TRIB2
YKL101W		TRIB3
YKL104C		GFPT1
YKL104C		GFPT2
YKL110C		KTI12
YKL113C		FEN1
YKL113C		GEN1
YKL120W		SLC25A34
YKL120W		SLC25A35
YKL121W		AHI1
YKL121W		WDR44
YKL125W		RRN3
YKL126W		SGK1
YKL126W		SGK2
YKL126W		SGK3
YKL127W		PGM1
YKL127W		PGM5
YKL129C		MYO19
YKL129C		MYO1D
YKL129C		MYO1E
YKL129C		MYO1F
YKL129C		MYO1G
YKL134C		MIPEP
YKL135C		AP1B1
YKL135C		AP2B1
YKL135C		AP4B1
YKL139W		CDK12
YKL139W		CDK13
YKL139W		CDK9
YKL140W		LIPA
YKL140W		LIPF
YKL140W		LIPJ
YKL140W		LIPK
YKL140W		LIPM
YKL140W		LIPN
YKL144C		POLR3H
YKL145W		PSMC2
YKL146W		SLC36A1
YKL146W		SLC36A2
YKL146W		SLC36A3
YKL146W		SLC36A4
YKL149C		DBR1
YKL150W		CYB5RL
YKL151C		CARKD
YKL152C		BPGM
YKL152C		PGAM1
YKL152C		PGAM2
YKL152C		PGAM4
YKL154W		SRPRB
YKL156W		RPS27
YKL156W		RPS27L
YKL157W		ERAP1
YKL157W		ERAP2
YKL157W		LNPEP
YKL157W		NPEPPS
YKL157W		RP11-1407O15.2
YKL160W		ELOF1
YKL161C		UHMK1
YKL165C		PIGN
YKL166C		PRKACA
YKL166C		PRKACB
YKL166C		PRKACG
YKL166C		PRKG1
YKL166C		PRKG2
YKL166C		PRKX
YKL172W		EBNA1BP2
YKL180W		RPL17
YKL180W		RPL17-C18ORF32
YKL184W		ADC
YKL184W		AZIN1
YKL184W		ODC1
YKL189W		CAB39
YKL189W		CAB39L
YKL190W		CIB1
YKL190W		CIB2
YKL190W		CIB3
YKL190W		CIB4
YKL190W		PPP3R1
YKL190W		PPP3R2
YKL190W		WDR92
YKL191W		DPH2
YKL192C		NDUFAB1
YKL193C		LRRC48
YKL193C		LRRC9
YKL193C		PPP1R7
YKL195W		CHCHD4
YKL196C		YKT6
YKL197C		PEX1
YKL203C		PRKDC
YKL205W		XPOT
YKL207W		EMC3
YKL209C		ABCB1
YKL209C		ABCB11
YKL209C		ABCB4
YKL209C		ABCB5
YKL210W		UBA1
YKL210W		UBA6
YKL210W		UBA7
YKL212W		INPP5F
YKL212W		SACM1L
YKL213C		PLAA
YKL216W		DHODH
YKL218C		SRR
YKR001C		DNM1
YKR001C		DNM2
YKR001C		DNM3
YKR001C		MX1
YKR001C		MX2
YKR002W		PAPOLA
YKR002W		PAPOLB
YKR002W		PAPOLG
YKR003W		OSBPL10
YKR003W		OSBPL11
YKR003W		OSBPL5
YKR003W		OSBPL8
YKR003W		OSBPL9
YKR009C		HSD17B4
YKR009C		HSDL2
YKR009C		SCP2
YKR009C		SCP2D1
YKR013W		GLIPR2
YKR014C		RAB34
YKR014C		RAB36
YKR017C		ANKIB1
YKR017C		ARIH1
YKR017C		ARIH2
YKR018C		TTC39A
YKR018C		TTC39B
YKR018C		TTC39C
YKR024C		DDX31
YKR026C		EIF2B1
YKR028W		PPP6R1
YKR028W		PPP6R2
YKR028W		PPP6R3
YKR030W		UNC50
YKR031C		PLD1
YKR031C		PLD2
YKR034W		GATA1
YKR034W		GATA2
YKR034W		GATA3
YKR034W		GATA4
YKR034W		GATA5
YKR034W		GATA6
YKR035W-A		CHMP1A
YKR035W-A		CHMP1B
YKR038C		OSGEP
YKR048C		NAP1L1
YKR048C		NAP1L2
YKR048C		NAP1L3
YKR048C		NAP1L4
YKR048C		NAP1L5
YKR048C		NAP1L6
YKR051W		TMEM184A
YKR051W		TMEM184B
YKR051W		TMEM184C
YKR052C		SLC25A28
YKR052C		SLC25A37
YKR053C		SGPP1
YKR053C		SGPP2
YKR054C		DNAH5
YKR054C		DNAH8
YKR054C		DYNC1H1
YKR054C		DYNC2H1
YKR056W		TRMT2A
YKR056W		TRMT2B
YKR057W		RPS21
YKR058W		GYG1
YKR058W		GYG2
YKR058W		GYG2P1
YKR059W		DDX20
YKR059W		EIF4A1
YKR059W		EIF4A2
YKR059W		EIF4A3
YKR062W		GTF2E2
YKR063C		LAS1L
YKR068C		BET3L
YKR068C		TRAPPC3
YKR070W		CECR5
YKR071C		CIAPIN1
YKR072C		PPCDC
YKR074W		C2ORF76
YKR079C		ELAC1
YKR079C		ELAC2
YKR079C		RP11-729L2.2
YKR081C		RPF2
YKR087C		OMA1
YKR092C		MUC1
YKR092C		MUC21
YKR092C		TPRXL
YKR093W		SLC15A1
YKR093W		SLC15A2
YKR093W		SLC15A3
YKR093W		SLC15A4
YKR093W		SLC15A5
YKR094C		UBA52
YKR094C		UBL4A
YKR094C		UBL4B
YKR095W		AC104809.3
YKR095W		CCHCR1
YKR095W		CEP250
YKR095W		CROCC
YKR095W		GOLGA3
YKR095W		NUMA1
YKR095W		TPR
YKR099W		MYB
YKR099W		MYBL1
YKR099W		MYBL2
YKR099W		SNAPC4
YLL001W		DNM1L
YLL008W		DDX27
YLL010C		CTDSP1
YLL010C		CTDSP2
YLL010C		CTDSPL
YLL010C		CTDSPL2
YLL011W		DCAF13
YLL015W		ABCC1
YLL015W		ABCC10
YLL015W		ABCC8
YLL015W		ABCC9
YLL018C		DARS
YLL018C-A		COX19
YLL019C		CLK1
YLL019C		CLK2
YLL019C		CLK3
YLL019C		CLK4
YLL019C		PRPF4B
YLL024C		HSPA14
YLL024C		HSPA1A
YLL024C		HSPA1B
YLL024C		HSPA1L
YLL024C		HSPA2
YLL024C		HSPA5
YLL024C		HSPA6
YLL024C		HSPA8
YLL026W		CLPB
YLL027W		ISCA1
YLL029W		XPNPEP1
YLL029W		XPNPEP2
YLL031C		PIGO
YLL034C		NVL
YLL036C		CSTF1
YLL036C		PRPF19
YLL039C		ISG15
YLL039C		UBB
YLL039C		UBBP4
YLL039C		UBC
YLL039C		UBD
YLL040C		VPS13A
YLL040C		VPS13C
YLL040C		VPS13D
YLL041C		SDHB
YLL045C		RPL7A
YLL050C		CFL1
YLL050C		CFL2
YLL050C		DSTN
YLL052C		AQP1
YLL052C		AQP2
YLL052C		AQP4
YLL052C		AQP5
YLL052C		AQP6
YLL052C		AQP8
YLL052C		MIP
YLL053C		AQP1
YLL053C		AQP2
YLL053C		AQP4
YLL053C		AQP5
YLL053C		AQP6
YLL053C		AQP8
YLL053C		MIP
YLR002C		NOC3L
YLR005W		GTF2H2
YLR005W		GTF2H2C
YLR008C		DNAJC15
YLR008C		DNAJC19
YLR009W		RSL24D1
YLR017W		MTAP
YLR017W		RP11-145E5.5
YLR019W		CTDSP1
YLR019W		CTDSP2
YLR019W		CTDSPL
YLR019W		CTDSPL2
YLR022C		SBDS
YLR024C		UBR3
YLR025W		CHMP4A
YLR025W		CHMP4B
YLR025W		CHMP4C
YLR026C		STX5
YLR027C		GOT1
YLR027C		GOT1L1
YLR027C		GOT2
YLR028C		ATIC
YLR029C		RPL15
YLR032W		HLTF
YLR034C		SLC11A1
YLR034C		SLC11A2
YLR038C		COX6B1
YLR038C		COX6B2
YLR043C		TXN
YLR043C		TXNDC2
YLR043C		TXNDC8
YLR043C		TXNL1
YLR045C		CKAP5
YLR048W		RPSA
YLR048W		RPSAP58
YLR050C		TMEM97
YLR051C		DNTTIP2
YLR056W		SC5DL
YLR058C		SHMT1
YLR058C		SHMT2
YLR059C		REXO2
YLR060W		FARSB
YLR060W		LRRC47
YLR061W		RPL22
YLR061W		RPL22L1
YLR066W		SPCS3
YLR069C		GFM1
YLR070C		SORD
YLR072W		GRAMD1A
YLR072W		GRAMD1B
YLR072W		GRAMD1C
YLR072W		GRAMD2
YLR072W		GRAMD3
YLR074C		ZNF593
YLR075W		RPL10
YLR075W		RPL10L
YLR081W		SLC2A6
YLR081W		SLC2A8
YLR083C		RP11-468E2.2
YLR083C		TM9SF1
YLR083C		TM9SF2
YLR083C		TM9SF3
YLR083C		TM9SF4
YLR085C		ACTR6
YLR086W		SMC4
YLR087C		KIAA1109
YLR088W		GPAA1
YLR089C		GPT
YLR089C		GPT2
YLR090W		DNAJC11
YLR092W		SLC26A1
YLR092W		SLC26A10
YLR092W		SLC26A11
YLR092W		SLC26A2
YLR092W		SLC26A7
YLR092W		SLC26A8
YLR096W		NUAK1
YLR096W		NUAK2
YLR097C		FBXO9
YLR100W		HSD17B7
YLR103C		CDC45
YLR105C		TSEN2
YLR106C		MDN1
YLR109W		PRDX5
YLR113W		MAPK10
YLR113W		MAPK11
YLR113W		MAPK14
YLR113W		MAPK8
YLR113W		MAPK9
YLR114C		AVL9
YLR115W		CPSF2
YLR116W		KHDRBS1
YLR116W		KHDRBS2
YLR116W		KHDRBS3
YLR116W		QKI
YLR116W		SF1
YLR117C		CRNKL1
YLR118C		LYPLA1
YLR118C		LYPLA2
YLR118C		LYPLAL1
YLR127C		ANAPC2
YLR128W		DCUN1D1
YLR128W		DCUN1D2
YLR128W		DCUN1D3
YLR128W		DCUN1D4
YLR128W		DCUN1D5
YLR129W		WDR3
YLR133W		CHKA
YLR133W		CHKB
YLR133W		CHKB-CPT1B
YLR133W		ETNK1
YLR133W		ETNK2
YLR136C		ZFP36
YLR136C		ZFP36L1
YLR136C		ZFP36L2
YLR142W		PRODH
YLR142W		PRODH2
YLR143W		ATPBD4
YLR146C		SMS
YLR147C		SNRPD3
YLR148W		VPS18
YLR153C		ACSS1
YLR153C		ACSS2
YLR153C		ACSS3
YLR163C		PMPCB
YLR163C		UQCRC1
YLR166C		EXOC5
YLR167W		RPS27A
YLR168C		PRELID2
YLR168C		SLMO1
YLR168C		SLMO2
YLR170C		AP1S1
YLR170C		AP1S2
YLR170C		AP1S3
YLR170C		AP2S1
YLR170C		AP4S1
YLR172C		DPH5
YLR174W		IDH1
YLR174W		IDH2
YLR175W		DKC1
YLR176C		RFX1
YLR176C		RFX2
YLR176C		RFX3
YLR176C		RFX4
YLR176C		RFX6
YLR176C		RFX8
YLR180W		MAT1A
YLR180W		MAT2A
YLR185W		RPL37
YLR188W		ABCB10
YLR188W		ABCB8
YLR188W		ABCB9
YLR188W		TAP1
