Chromosome	Start	End
chr7	131546743	131547960
chr7	131608373	131615736
chr7	131632967	131634774
chr7	131640467	131645337
chr7	131673234	131677611
chr7	131771336	131774657
chr7	131818244	131822719
chr7	131856213	131858414
chr7	131876698	131881280
chr7	131901550	131910088
chr7	131934762	131942949
chr7	131987421	131992359
chr7	132001341	132004773
chr7	132037683	132042198
chr7	132124470	132126362
chr7	132141906	132144790
chr7	132180048	132186675
chr7	132366862	132369580
chr7	132369580	132373271
chr7	132403381	132407801
chr7	132803279	132806673
chr7	132883293	132888811
chr7	132954533	132956034
chr7	133051920	133053154
chr7	133337635	133339343
chr7	133733917	133736983
chr7	133747268	133749964
chr7	133848257	133850293
chr7	133919032	133920443
chr7	134007587	134013521
chr7	134014485	134018160
chr7	134030351	134031799
chr7	134037991	134040681
chr7	134083742	134084765
chr7	134122454	134126254
chr7	134131955	134137705
chr7	134223718	134229267
chr7	134286986	134289147
chr7	134306545	134308305
chr7	134331336	134333926
chr7	134466725	134469019
chr7	134636475	134638420
chr7	134683648	134684949
chr7	134943087	134944544
chr7	134968479	134975745
chr7	134991997	134995263
chr7	134999581	135003195
chr7	135040840	135045786
chr7	135223025	135228153
chr7	135480428	135484792
chr7	135507742	135514121
chr7	135560317	135564427
chr7	135713238	135715070
chr7	135741516	135746853
chr7	135750337	135755353
chr7	135774894	135778055
chr7	135805119	135807663
chr7	135840191	135845478
chr7	135862877	135864881
chr7	135901545	135904961
chr7	135971501	135975685
chr7	135978514	135984197
chr7	136025835	136029472
chr7	136055046	136057432
chr7	136108549	136111845
chr7	136339058	136342489
chr7	136569044	136571151
chr7	136643694	136648122
chr7	136679987	136685871
chr7	136695842	136701563
chr7	136728372	136730758
chr7	136917806	136923508
chr7	136961439	136966278
chr7	136986624	136992106
chr7	137037689	137040948
chr7	137085250	137089239
chr7	137128830	137130197
chr7	137137056	137140536
chr7	137279155	137284480
chr7	137352806	137357826
chr7	137399820	137402718
chr7	137436980	137440578
chr7	137454019	137462410
chr7	137525965	137530583
chr7	137559690	137562744
chr7	137566421	137571923
chr7	137658446	137663477
chr7	137675576	137677804
chr7	137685997	137687881
chr7	137800665	137805854
chr7	137816374	137819998
chr7	137851317	137854951
chr7	137888657	137892248
chr7	137976868	137979876
chr7	138041010	138045723
chr7	138083429	138086495
chr7	138451885	138457379
chr7	138504705	138509405
chr7	138536610	138539626
chr7	138677481	138679553
chr7	138719231	138722104
chr7	138740772	138746752
chr7	138792150	138796382
chr7	138994102	138997651
chr7	139119856	139122652
chr7	139136416	139140539
chr7	139249264	139253268
chr7	139512056	139514892
chr7	139543904	139547370
chr7	139608697	139613566
chr7	139654531	139659141
chr7	139662072	139664598
chr7	139679245	139683822
chr7	139685543	139690919
chr7	139758476	139762282
chr7	139771112	139772295
chr7	139920209	139923714
chr7	139981337	139986527
chr7	140009332	140015104
chr7	140132891	140134209
chr7	140212391	140217674
chr7	140688429	140690296
chr7	140803520	140805972
chr7	140811245	140815840
chr7	140853906	140855094
chr7	140910687	140914539
chr7	140916844	140921663
chr7	141002236	141007717
chr7	141020223	141022593
chr7	141074039	141076436
chr7	141082974	141085654
chr7	141106187	141110794
chr7	141134424	141138008
chr7	141437264	141439390
chr7	141528565	141530057
chr7	141537169	141540492
chr7	141726829	141731340
chr7	141760410	141764164
chr7	141847782	141853608
chr7	141860400	141865045
chr7	141882638	141887466
chr7	141894333	141895556
chr7	142387504	142389664
chr7	142555251	142557741
chr7	142623357	142625249
chr7	142834626	142839168
chr7	143016491	143024485
chr7	143025539	143029371
chr7	143211643	143217628
chr7	143429599	143434149
chr7	143609237	143610550
chr7	143722808	143723997
chr7	143738677	143740218
chr7	143767898	143776218
chr7	143825428	143826603
chr7	144108086	144112357
chr7	144166719	144167767
chr7	144273663	144278248
chr7	144358473	144363906
chr7	144462768	144465912
chr7	144699266	144702577
chr7	144795359	144798554
chr7	144821365	144822453
chr7	144825976	144828022
chr7	144839247	144844036
chr7	144874723	144880214
chr7	144987480	144990352
chr7	145052219	145055797
chr7	145139589	145144363
chr7	145169598	145171614
chr7	145187447	145193597
chr7	145294837	145296341
chr7	145363392	145364437
chr7	145415320	145416862
chr7	145425768	145429265
chr7	145717819	145720005
chr7	145744973	145747458
chr7	145766852	145770180
chr7	145794451	145799362
chr7	145934145	145939944
chr7	146018273	146019533
chr7	146048830	146051454
chr7	146062909	146066440
chr7	146106878	146111034
chr7	146160278	146161975
chr7	146185759	146189652
chr7	146192877	146196062
chr7	146237437	146239908
chr7	146358510	146360920
chr7	146410468	146412716
chr7	146536136	146539410
chr7	146577441	146582979
chr7	146678449	146681594
chr7	146741611	146748970
chr7	146759484	146764997
chr7	146791102	146795857
chr7	146904131	146908545
chr7	146966876	146970312
chr7	147003932	147005392
chr7	147021553	147024003
chr7	147091689	147093306
chr7	147095040	147096186
chr7	147155479	147157535
chr7	147199574	147203306
chr7	147203816	147206369
chr7	147225900	147230382
chr7	147267608	147270639
chr7	147282250	147284114
chr7	147333321	147335518
chr7	147418297	147427272
chr7	147446115	147449816
chr7	147449868	147450962
chr7	147567140	147568530
chr7	147597887	147599123
chr7	147610923	147613758
chr7	147623164	147625736
chr7	147714731	147716165
chr7	147729526	147731275
chr7	147752591	147755266
chr7	147803021	147807766
chr7	147814025	147815769
chr7	147872694	147874722
chr7	147902886	147908658
chr7	147957632	147964091
chr7	147993222	147997615
chr7	148033848	148036491
chr7	148045764	148047794
chr7	148081760	148084323
chr7	148117730	148122184
chr7	148182172	148185477
chr7	148206238	148212041
chr7	148258048	148261532
chr7	148295327	148300116
chr7	148357580	148365786
chr7	148913645	148916244
chr7	149016564	149018755
chr7	149116207	149118535
chr7	149362009	149364246
chr7	149509981	149513886
chr7	149677532	149681956
chr7	150100007	150104410
chr7	150131997	150134063
chr7	150136897	150143778
chr7	150174079	150180018
chr7	150387231	150389829
chr7	150413995	150419101
chr7	150426754	150430711
chr7	150447071	150451737
chr7	150514963	150518393
chr7	150540389	150543648
chr7	150552965	150556880
chr7	150560322	150569544
chr7	150594658	150599910
chr7	150702781	150708089
chr7	150890241	150896223
chr7	150995229	150997313
chr7	151085596	151091515
chr7	151122503	151126822
chr7	151345995	151350262
chr7	151390076	151392428
chr7	151396253	151403129
chr7	151419941	151423660
chr7	151510155	151513282
chr7	151530275	151536181
chr7	151557950	151560759
chr7	151625056	151628772
chr7	151647763	151653797
chr7	151655757	151660361
chr7	151694486	151698373
chr7	151803847	151805657
chr7	152192121	152195844
chr7	152580932	152589484
chr7	152670952	152675341
chr7	152698618	152701498
chr7	152701758	152704794
chr7	152736293	152739445
chr7	152780564	152784914
chr7	152867092	152872984
chr7	152882682	152887205
chr7	152913677	152917962
chr7	152958764	152961920
chr7	152994682	152999066
chr7	153030813	153033741
chr7	153039693	153046123
chr7	153078544	153083862
chr7	153145278	153146950
chr7	153192052	153196019
chr7	153226223	153231745
chr7	153240425	153243643
chr7	153290080	153293199
chr7	153312599	153317283
chr7	153336442	153340731
chr7	153353369	153355228
chr7	153359930	153362716
chr7	153374988	153378574
chr7	153530050	153535315
chr7	153607630	153610576
chr7	153892169	153894745
chr7	153977333	153981261
chr7	154030823	154034604
chr7	154068714	154071168
chr7	154126501	154128289
chr7	154158029	154165571
chr7	154167651	154170361
chr7	154193976	154198317
chr7	154200544	154201817
chr7	154246534	154248268
chr7	154431180	154433154
chr7	154439356	154442012
chr7	154473064	154480389
chr7	154504811	154509324
chr7	154549254	154553766
chr7	154610421	154614911
chr7	154620080	154621597
chr7	154630404	154634845
chr7	154648952	154654108
chr7	154669470	154672230
chr7	154682141	154685805
chr7	154695553	154701220
chr7	154859840	154863839
chr7	154890285	154895108
chr7	154915176	154918806
chr7	154939091	154940399
chr7	154959070	154965379
chr7	154969956	154972924
chr7	154974127	154976046
chr7	155008713	155012482
chr7	155183860	155185261
chr7	155223106	155225816
chr7	155280308	155285212
chr7	155300705	155306377
chr7	155336765	155342016
chr7	155377430	155380704
chr7	155396914	155402033
chr7	155569167	155572006
chr7	155659348	155661354
chr7	155729257	155730491
chr7	155731632	155740535
chr7	155752357	155757502
chr7	155757502	155760863
chr7	155810671	155815718
chr7	155816516	155820161
chr7	155821083	155823969
chr7	155856121	155860003
chr7	155897420	155902339
chr7	155929913	155933108
chr7	155939101	155941878
chr7	155989119	155995068
chr7	156038103	156042560
chr7	156063460	156066865
chr7	156130473	156137897
chr7	156155753	156158221
chr7	156167076	156171871
chr7	156249769	156254784
chr7	156284040	156287023
chr7	156295562	156298516
chr7	156326006	156329573
chr7	156347684	156351206
chr7	156427016	156428976
chr7	156470510	156476050
chr7	156689323	156694178
chr7	156810883	156815971
chr7	156832763	156835371
chr7	156876217	156885979
chr7	156885979	156888981
chr7	156897724	156901337
chr7	157252849	157256169
chr7	157310552	157316165
chr7	157408733	157413940
chr7	157447366	157451447
chr7	157460788	157465367
chr7	157534105	157537803
chr7	157547384	157552437
chr7	157600345	157605815
chr7	157724705	157730492
chr7	157769621	157774493
chr7	157825009	157827587
chr7	157844387	157847149
chr7	157866856	157870786
chr7	157880211	157885603
chr7	157915478	157916913
chr7	157980052	157982756
chr7	158029340	158031749
chr7	158044864	158051753
chr7	158070635	158078582
chr7	158099323	158101610
chr7	158136164	158139733
chr7	158253220	158255314
chr7	158267261	158272116
chr7	158526455	158528233
chr7	158537502	158539523
chr7	158746667	158753069
chr7	158825648	158831706
chr8	237925	239671
chr8	276414	286045
chr8	295260	300058
chr8	307738	311009
chr8	326675	330226
chr8	334709	338541
chr8	434887	440678
chr8	512893	516551
chr8	639796	642770
chr8	719562	721802
chr8	1006810	1011480
chr8	1034525	1037973
chr8	1117739	1123662
chr8	1144864	1146438
chr8	1149246	1153959
chr8	1161371	1163947
chr8	1201215	1206850
chr8	1289675	1292488
chr8	1301216	1304723
chr8	1339130	1340364
chr8	1413405	1416250
chr8	1625124	1630469
chr8	1647958	1650796
chr8	1820678	1823659
chr8	1843367	1848107
chr8	1848107	1850424
chr8	1852350	1857649
chr8	1865887	1870389
chr8	1900151	1905728
chr8	2041466	2043950
chr8	2102514	2104430
chr8	2111830	2112967
chr8	2124338	2129279
chr8	2141142	2150369
chr8	2203145	2209676
chr8	2254482	2258580
chr8	2270722	2272426
chr8	2272426	2276487
chr8	2312464	2315684
chr8	2350866	2355314
chr8	2395344	2400236
chr8	2406997	2410524
chr8	2412280	2417678
chr8	2500349	2501480
chr8	2513884	2519554
chr8	2550492	2552873
chr8	2570594	2572946
chr8	2581348	2589916
chr8	2621859	2623069
chr8	2625664	2627047
chr8	2633046	2636529
chr8	2680219	2685346
chr8	2701640	2703064
chr8	2741015	2745873
chr8	2768034	2771930
chr8	2783183	2787218
chr8	2789418	2794467
chr8	2804926	2809497
chr8	2834548	2839183
chr8	2881819	2887695
chr8	2923179	2924675
chr8	2953441	2956163
chr8	2966388	2967970
chr8	2970431	2972313
chr8	3000462	3002967
chr8	3002967	3007946
chr8	3030046	3037377
chr8	3046635	3051445
chr8	3072322	3075055
chr8	3125112	3128018
chr8	3135844	3138132
chr8	3141002	3143310
chr8	3159288	3164333
chr8	3177530	3179190
chr8	3187310	3192247
chr8	3220249	3221569
chr8	3225852	3228908
chr8	3228952	3233443
chr8	3270213	3272541
chr8	3289450	3296444
chr8	3315493	3320637
chr8	3326783	3328281
chr8	3334752	3340490
chr8	3340612	3350062
chr8	3358433	3361471
chr8	3369848	3374843
chr8	3392008	3393650
chr8	3427866	3435939
chr8	3449888	3452887
chr8	3474984	3477954
chr8	3487442	3489020
chr8	3502796	3505074
chr8	3514601	3519665
chr8	3566467	3568490
chr8	3571193	3578304
chr8	3584423	3586477
chr8	3587622	3590321
chr8	3619800	3623904
chr8	3624075	3625952
chr8	3628864	3636749
chr8	3638047	3641922
chr8	3642919	3644451
chr8	3644651	3648451
chr8	3700853	3706732
chr8	3708700	3713004
chr8	3721870	3724572
chr8	3731642	3736120
chr8	3741315	3742605
chr8	3767231	3774915
chr8	3775429	3781230
chr8	3782131	3788500
chr8	3806906	3808330
chr8	3813105	3814857
chr8	3814999	3816309
chr8	3827359	3835098
chr8	3855302	3858820
chr8	3864820	3868822
chr8	3875652	3880897
chr8	3880929	3883789
chr8	3883789	3886946
chr8	3898340	3906703
chr8	3906969	3908147
chr8	3918752	3921141
chr8	3922160	3926858
chr8	3954244	3959424
chr8	3962737	3966060
chr8	3984758	3990028
chr8	4040054	4041820
chr8	4045424	4049410
chr8	4055618	4063099
chr8	4070415	4073225
chr8	4074311	4080144
chr8	4102218	4104194
chr8	4104383	4111060
chr8	4125100	4128491
chr8	4148449	4153528
chr8	4155109	4157137
chr8	4159120	4161522
chr8	4164444	4173651
chr8	4208282	4213183
chr8	4234202	4240940
chr8	4274688	4276719
chr8	4299846	4304583
chr8	4318924	4320301
chr8	4350791	4353163
chr8	4396601	4403508
chr8	4413035	4418198
chr8	4434392	4437565
chr8	4460957	4464307
chr8	4491629	4494520
chr8	4581793	4585904
chr8	4585904	4589328
chr8	4644361	4649428
chr8	4654950	4659203
chr8	4753474	4757384
chr8	4777794	4780877
chr8	4787534	4789350
chr8	4790260	4791453
chr8	4793324	4797831
chr8	4803593	4805241
chr8	4820615	4822531
chr8	4836908	4838022
chr8	4878686	4883613
chr8	4888974	4892834
chr8	4924033	4929383
chr8	4955782	4961584
chr8	5001174	5002538
chr8	5026520	5030090
chr8	5053683	5055947
chr8	5055947	5058392
chr8	5143682	5148570
chr8	5165199	5172194
chr8	5188705	5191843
chr8	5215094	5216264
chr8	5219863	5223318
chr8	5225019	5227288
chr8	5253934	5261580
chr8	5278495	5284806
chr8	5314660	5317617
chr8	5337715	5341562
chr8	5379407	5382401
chr8	5399798	5401595
chr8	5408130	5409371
chr8	5409640	5412336
chr8	5460166	5461482
chr8	5471450	5474895
chr8	5500163	5502562
chr8	5523922	5526625
chr8	5553571	5555902
chr8	5567195	5571233
chr8	5617213	5619413
chr8	5638437	5641454
chr8	5678366	5684385
chr8	5688713	5697116
chr8	5779956	5782245
chr8	5798721	5803560
chr8	5806032	5807980
chr8	5819271	5821416
chr8	5823490	5826228
chr8	5847294	5848923
chr8	5852784	5854143
chr8	5868955	5873093
chr8	5875558	5877070
chr8	5923715	5933354
chr8	5953596	5955405
chr8	5990511	5995366
chr8	6017670	6021707
chr8	6027931	6033899
chr8	6068010	6071352
chr8	6082798	6085423
chr8	6167610	6177506
chr8	6182365	6188337
chr8	6204585	6210377
chr8	6213599	6216720
chr8	6216720	6221561
chr8	6227261	6229038
chr8	6230006	6232277
chr8	6260430	6265103
chr8	6317267	6321814
chr8	6329014	6330335
chr8	6351410	6355321
chr8	6380932	6382620
chr8	6382685	6387042
chr8	6393965	6397430
chr8	6400014	6404947
chr8	6432665	6435676
chr8	6455084	6456901
chr8	6462690	6463796
chr8	6505115	6507849
chr8	6534176	6539289
chr8	6630791	6632306
chr8	6635343	6637851
chr8	6638710	6643229
chr8	6644332	6648542
chr8	6663323	6666584
chr8	6714269	6716344
chr8	6717107	6726156
chr8	6735236	6740074
chr8	6741901	6743729
chr8	6818775	6827299
chr8	6827740	6830036
chr8	6879885	6883276
chr8	6911971	6917278
chr8	8271878	8276626
chr8	8282663	8284832
chr8	8347848	8351697
chr8	8361139	8366246
chr8	8383065	8385336
chr8	8386427	8389056
chr8	8432904	8436954
chr8	8462986	8464521
chr8	8490151	8491334
chr8	8576217	8578662
chr8	8729193	8730916
chr8	8735213	8739493
chr8	8756751	8760138
chr8	8770973	8772236
chr8	8901140	8902371
chr8	8928729	8938271
chr8	8946376	8952019
chr8	8964985	8967860
chr8	8971100	8972515
chr8	9040306	9045038
chr8	9098633	9100576
chr8	9106110	9107310
chr8	9137002	9142140
chr8	9152782	9155685
chr8	9164726	9168940
chr8	9183024	9185146
chr8	9192423	9195013
chr8	9199305	9201443
chr8	9232126	9234648
chr8	9274092	9282107
chr8	9385289	9388022
chr8	9537936	9539000
chr8	9539099	9540854
chr8	9606465	9608096
chr8	9791143	9793646
chr8	9891535	9895853
chr8	10067407	10070148
chr8	10085683	10091011
chr8	10116819	10119127
chr8	10253101	10255679
chr8	10285810	10287977
chr8	10379400	10386919
chr8	10421145	10422335
chr8	10456823	10463634
chr8	10478443	10482589
chr8	10578972	10581349
chr8	10623884	10626280
chr8	10665848	10671260
chr8	10674467	10676756
chr8	10682217	10683776
chr8	10731442	10734662
chr8	10767917	10769439
chr8	10800376	10804865
chr8	10811082	10816772
chr8	10823327	10829124
chr8	10833090	10838413
chr8	10846606	10852256
chr8	10871754	10872767
chr8	10937853	10943276
chr8	11083786	11089981
chr8	11169551	11176403
chr8	11211068	11213589
chr8	11269005	11275575
chr8	11329544	11335377
chr8	11354248	11359557
chr8	11410250	11412073
chr8	11422170	11426113
chr8	11435516	11438064
chr8	11446680	11452265
chr8	11466294	11470460
chr8	11500649	11506963
chr8	11598683	11601075
chr8	11752652	11755599
chr8	11773744	11774959
chr8	11836318	11839239
chr8	11857317	11860845
chr8	12551156	12554743
chr8	12588283	12593429
chr8	12614394	12617888
chr8	12704782	12706130
chr8	12712011	12720029
chr8	12730241	12733077
chr8	12770339	12773958
chr8	12878018	12879062
chr8	12980169	12985015
chr8	12994957	12999693
chr8	13084143	13086556
chr8	13104904	13106471
chr8	13205853	13211769
chr8	13211890	13213707
chr8	13247758	13251795
chr8	13267445	13273425
chr8	13347210	13349640
chr8	13393499	13397768
chr8	13465836	13470196
chr8	13486906	13490139
chr8	13490819	13493056
chr8	13537443	13541779
chr8	13543350	13544718
chr8	13590754	13594258
chr8	13606901	13615628
chr8	13621252	13623539
chr8	13684761	13686813
chr8	13715012	13718602
chr8	13725654	13733771
chr8	13741215	13743940
chr8	13748391	13749476
chr8	13796602	13801553
chr8	13805406	13806734
chr8	13827612	13830401
chr8	13893835	13897165
chr8	13934399	13938851
chr8	14024425	14027419
chr8	14035832	14041248
chr8	14044475	14045821
chr8	14111836	14113469
chr8	14163737	14167382
chr8	14276337	14278032
chr8	14292205	14295837
chr8	14356487	14361100
chr8	14385633	14389127
chr8	14389555	14392861
chr8	14451137	14454489
chr8	14457240	14461355
chr8	14463388	14464852
chr8	14479404	14483013
chr8	14504939	14509026
chr8	14511260	14515532
chr8	14525292	14526411
chr8	14544637	14547359
chr8	14693729	14698830
chr8	14870921	14873709
chr8	14874924	14879659
chr8	14993943	14998336
chr8	15001979	15004157
chr8	15048797	15055906
chr8	15057078	15061255
chr8	15185702	15186872
chr8	15197417	15202493
chr8	15224160	15227040
chr8	15258876	15260963
chr8	15273550	15280811
chr8	15309994	15315742
chr8	15357017	15363111
chr8	15389718	15391156
chr8	15645134	15650858
chr8	15666113	15671060
chr8	15674710	15678464
chr8	15707876	15711026
chr8	15711026	15720617
chr8	15729418	15733720
chr8	15763978	15767959
chr8	15769840	15774460
chr8	15786889	15789337
chr8	15836114	15840055
chr8	15930756	15933011
chr8	15955662	15958842
chr8	15979299	15985709
chr8	15997179	16000750
chr8	16070291	16074001
chr8	16087631	16088839
chr8	16336199	16342717
chr8	16342717	16345743
chr8	16357515	16358868
chr8	16394222	16398194
chr8	16406691	16409402
chr8	16420347	16423474
chr8	16511685	16513493
chr8	16534239	16537484
chr8	16549836	16555599
chr8	16587236	16590779
chr8	16640722	16643895
chr8	16643895	16645869
chr8	16660649	16661835
chr8	16678162	16679361
chr8	16692624	16695418
chr8	16701643	16703957
chr8	16790256	16794434
chr8	16829490	16831052
chr8	16874270	16877472
chr8	16987718	16989568
chr8	16993080	16996358
chr8	16996358	16999273
chr8	17024486	17027279
chr8	17032615	17036261
chr8	17054844	17057982
chr8	17177934	17181772
chr8	17235681	17237608
chr8	17267884	17271478
chr8	17295570	17298071
chr8	17298682	17301953
chr8	17309017	17313317
chr8	17363239	17365945
chr8	17375009	17380933
chr8	17383503	17386752
chr8	17386752	17389184
chr8	17412296	17414117
chr8	17450524	17453793
chr8	17455658	17459985
chr8	17469019	17474164
chr8	17526543	17527755
chr8	17534362	17541691
chr8	17549493	17555263
chr8	17579135	17585129
chr8	17599307	17603835
chr8	17632737	17635057
chr8	17683793	17687955
chr8	17752830	17754482
chr8	17754482	17755668
chr8	17763642	17767684
chr8	17921452	17924408
chr8	17943183	17946946
chr8	17976321	17982266
chr8	17982269	17984815
chr8	18028460	18032234
chr8	18042767	18045349
chr8	18051545	18055386
chr8	18070927	18077310
chr8	18089564	18095081
chr8	18106957	18108230
chr8	18134858	18141338
chr8	18192279	18197231
chr8	18211298	18215611
chr8	18254467	18256659
chr8	18286559	18295044
chr8	18356532	18364774
chr8	18384691	18386855
chr8	18393969	18399614
chr8	18429003	18430556
chr8	18439614	18445567
chr8	18458608	18460837
chr8	18514872	18517026
chr8	18519032	18522161
chr8	18528780	18534520
chr8	18653742	18657200
chr8	18664825	18667821
chr8	18670353	18672184
chr8	18672184	18674629
chr8	18700346	18704800
chr8	18711139	18715533
chr8	18777006	18779699
chr8	18798725	18801485
chr8	18892651	18899587
chr8	18902356	18906076
chr8	18925159	18926827
chr8	18934697	18939267
chr8	18956546	18961067
chr8	18994855	18999216
chr8	19005735	19008265
chr8	19015691	19019943
chr8	19028649	19034370
chr8	19039163	19044826
chr8	19044912	19047343
chr8	19049824	19058803
chr8	19075315	19080151
chr8	19084784	19087606
chr8	19113417	19115136
chr8	19157185	19160810
chr8	19177627	19183140
chr8	19202768	19206264
chr8	19325753	19327959
chr8	19396318	19401474
chr8	19436236	19439977
chr8	19439998	19442515
chr8	19486154	19489998
chr8	19490918	19493529
chr8	19516719	19520367
chr8	19576012	19582825
chr8	19600329	19601520
chr8	19605966	19609029
chr8	19710867	19712564
chr8	19723503	19727952
chr8	19753602	19759468
chr8	19806631	19815189
chr8	19851095	19852310
chr8	19869676	19870742
chr8	19933896	19938044
chr8	19975342	19977258
chr8	19986571	19988838
chr8	20018157	20021889
chr8	20040712	20046580
chr8	20093143	20098883
chr8	20136682	20139567
chr8	20145157	20148661
chr8	20188251	20192460
chr8	20281122	20283164
chr8	20286132	20287812
chr8	20355035	20356596
chr8	20372826	20377092
chr8	20417428	20419397
chr8	20482182	20486184
chr8	20562158	20563831
chr8	20589092	20595218
chr8	20654010	20656817
chr8	20681083	20683523
chr8	20711442	20714686
chr8	20794750	20801991
chr8	20872757	20876230
chr8	20914161	20923235
chr8	20934631	20942699
chr8	21011519	21016194
chr8	21036853	21043793
chr8	21134727	21139825
chr8	21185258	21188947
chr8	21208114	21213306
chr8	21242276	21243385
chr8	21266088	21270062
chr8	21272330	21273613
chr8	21284000	21285245
chr8	21327347	21330710
chr8	21347160	21351761
chr8	21402658	21406166
chr8	21477669	21479566
chr8	21481865	21487554
chr8	21512518	21516046
chr8	21562155	21565591
chr8	21693782	21696441
chr8	21704356	21707844
chr8	21762265	21766881
chr8	22053123	22058122
chr8	22059363	22063438
chr8	22255684	22257302
chr8	22487422	22493927
chr8	22538790	22544158
chr8	22568130	22570608
chr8	22570935	22574195
chr8	22595828	22599421
chr8	22601131	22603802
chr8	22611998	22617903
chr8	22773643	22775716
chr8	22775855	22782626
chr8	22954205	22957606
chr8	23057181	23059280
chr8	23158812	23167435
chr8	23173016	23177109
chr8	23190926	23194591
chr8	23392318	23394908
chr8	23394908	23397915
chr8	23421002	23426810
chr8	23470785	23473603
chr8	23478655	23484641
chr8	23548146	23549767
chr8	23549767	23554565
chr8	23596063	23598040
chr8	23610977	23612956
chr8	23694424	23696290
chr8	23710105	23714609
chr8	23784251	23792697
chr8	23818479	23822479
chr8	24021440	24024189
chr8	24087241	24096376
chr8	24117358	24121566
chr8	24193065	24195491
chr8	24197370	24198514
chr8	24207104	24208847
chr8	24271956	24273719
chr8	24337638	24339410
chr8	24384935	24386679
chr8	24410102	24414427
chr8	24455871	24458120
chr8	24522428	24524873
chr8	24551712	24553382
chr8	24586752	24589883
chr8	24776423	24781640
chr8	24859836	24865117
chr8	24956694	24959167
chr8	25160912	25165745
chr8	25186301	25190752
chr8	25207939	25213299
chr8	25225288	25227255
chr8	25237540	25238663
chr8	25240100	25242972
chr8	25439271	25444716
chr8	25479168	25481787
chr8	25482357	25484685
chr8	25522134	25524930
chr8	25528027	25532056
chr8	25560476	25565968
chr8	25640193	25643577
chr8	25730804	25735479
chr8	25742049	25748428
chr8	25766577	25768391
chr8	25781163	25782496
chr8	25789295	25795179
chr8	25870277	25875505
chr8	25917711	25919776
chr8	25933347	25935636
chr8	26025071	26029436
chr8	26045425	26047964
chr8	26276821	26282431
chr8	26288369	26292144
chr8	26301896	26307386
chr8	26325978	26329469
chr8	26417973	26419257
chr8	26470222	26473403
chr8	26495740	26499118
chr8	26581168	26583200
chr8	26609115	26613050
chr8	26667066	26671129
chr8	26680066	26683792
chr8	26712028	26714874
chr8	26727818	26732196
chr8	26741668	26742950
chr8	26842784	26844293
chr8	26897931	26900699
chr8	26962579	26965083
chr8	27064132	27068281
chr8	27114290	27119538
chr8	27180947	27184577
chr8	27403777	27405616
chr8	27420633	27424988
chr8	27452044	27456253
chr8	27519246	27521624
chr8	27544732	27547360
chr8	27577392	27581356
chr8	27608734	27610510
chr8	27727432	27733297
chr8	27758391	27760331
chr8	27774310	27777003
chr8	27789230	27790361
chr8	27831887	27835307
chr8	27880826	27884804
chr8	27918368	27923623
chr8	27932083	27934415
chr8	28048668	28052716
chr8	28115479	28121012
chr8	28145981	28151129
chr8	28158138	28167726
chr8	28172498	28178513
chr8	28193489	28202936
chr8	28440389	28441474
chr8	28618315	28623666
chr8	29076791	29079296
chr8	29095031	29096616
chr8	29228736	29231939
chr8	29250904	29256801
chr8	29325661	29327924
chr8	29338830	29345678
chr8	29348178	29351489
chr8	29356653	29357678
chr8	29376669	29379770
chr8	29401485	29404084
chr8	29410716	29414940
chr8	29432428	29434508
chr8	29451488	29452500
chr8	29464437	29466102
chr8	29731554	29736692
chr8	29741748	29743994
chr8	29830872	29833305
chr8	29850729	29855676
chr8	29886141	29890482
chr8	30161864	30165116
chr8	30168910	30171332
chr8	30583076	30584654
chr8	30622609	30626580
chr8	30814315	30817518
chr8	30956430	30958865
chr8	31029436	31034622
chr8	31060495	31064845
chr8	31131651	31135815
chr8	31149113	31151014
chr8	31164909	31167530
chr8	31249482	31255940
chr8	31264543	31268531
chr8	31324207	31325870
chr8	31445496	31451051
chr8	31486788	31490474
chr8	31640005	31642032
chr8	31779265	31780842
chr8	31945918	31948864
chr8	32017180	32022991
chr8	32076049	32078971
chr8	32117412	32121424
chr8	32169437	32173061
chr8	32229794	32235025
chr8	32277111	32282019
chr8	32372344	32373385
chr8	32397721	32401045
chr8	32430732	32437929
chr8	32448542	32451870
chr8	32504401	32508039
chr8	32522626	32526955
chr8	32579686	32584857
chr8	32696556	32700423
chr8	32702859	32705069
chr8	32732337	32733393
chr8	32840568	32844250
chr8	32932263	32934929
chr8	33041907	33043913
chr8	33063664	33065761
chr8	33111976	33113208
chr8	33181258	33182465
chr8	33273841	33276170
chr8	33352110	33353872
chr8	33533245	33538370
chr8	33978390	33982495
chr8	34034832	34037016
chr8	34323849	34325282
chr8	34523126	34525290
chr8	34562615	34566664
chr8	34777036	34782664
chr8	34790314	34791685
chr8	34882308	34888272
chr8	34890020	34893234
chr8	34952850	34955343
chr8	35000697	35005174
chr8	35423547	35427635
chr8	36514092	36519353
chr8	36628405	36631496
chr8	36639133	36640740
chr8	36858033	36860092
chr8	36872906	36874974
chr8	36978978	36982678
chr8	36991553	36994086
chr8	37035180	37038246
chr8	37065784	37067066
chr8	37088022	37090044
chr8	37146426	37148386
chr8	37171998	37177289
chr8	37181510	37185868
chr8	37212321	37217380
chr8	37398078	37401150
chr8	37727281	37732948
chr8	38405817	38409978
chr8	38449122	38450131
chr8	38460284	38465136
chr8	38468793	38471714
chr8	38485090	38489529
chr8	38570132	38574366
chr8	38599893	38602617
chr8	38804226	38808752
